CODIGO_VENDA;CODIGO_PRODUTO;VALOR_UNITARIO;QUANTIDADE;VALOR_FINAL
603;59;1.83;1;1.83
604;4;177.59;3;532.77
604;5;6.4;2;12.8
604;7;53.81;2;107.62
604;9;6.45;8;51.6
604;30;36.12;8;288.96
604;37;39.53;4;158.12
604;48;65.8;8;526.4
604;70;4.19;4;16.76
604;91;2.39;2;4.78
605;90;1.01;4;4.04
606;30;47.46;7;332.22
607;88;4.44;2;8.88
608;8;8.4;5;42.0
608;12;6.65;3;19.95
608;15;7.24;3;21.72
608;40;26.08;3;78.24
608;49;40.63;6;243.78
608;91;1.5;8;12.0
609;3;128.89;1;128.89
609;7;36.59;6;219.54
609;16;90.03;6;540.18
609;17;73.18;1;73.18
609;29;41.84;9;376.56
609;42;55.47;7;388.29
609;57;17.18;8;137.44
609;71;5.67;4;22.68
610;6;7.56;4;30.24
610;57;16.93;5;84.65
610;65;3.57;3;10.71
610;84;4.74;2;9.48
611;12;9.75;3;29.25
611;33;68.27;2;136.54
611;35;20.42;4;81.68
611;41;43.41;1;43.41
611;48;52.29;6;313.74
611;49;46.62;8;372.96
611;51;75.48;1;75.48
611;55;77.2;4;308.8
611;60;1.78;9;16.02
612;18;7.46;7;52.22
612;58;26.4;9;237.6
612;70;1.99;6;11.94
612;74;1.69;2;3.38
612;80;1.4;4;5.6
612;82;2.59;1;2.59
613;14;171.82;2;343.64
613;16;90.6;2;181.2
613;20;6.03;2;12.06
613;25;7.07;2;14.14
613;64;4.9;8;39.2
614;9;8.59;9;77.31
614;20;9.79;5;48.95
614;21;7.94;3;23.82
614;30;39.3;9;353.7
614;38;21.79;9;196.11
614;45;16.16;7;113.12
614;63;5.5;7;38.5
614;69;2.27;9;20.43
614;74;5.28;8;42.24
614;78;2.12;2;4.24
615;7;82.58;4;330.32
615;87;3.29;6;19.74
615;89;4.19;3;12.57
616;4;138.41;7;968.87
616;17;79.05;9;711.45
616;33;50.63;3;151.89
616;34;35.78;8;286.24
617;8;8.44;2;16.88
617;17;72.39;2;144.78
617;57;15.9;2;31.8
617;61;1.99;1;1.99
617;62;5.57;5;27.85
617;82;4.12;4;16.48
618;20;6.77;2;13.54
618;52;42.78;8;342.24
618;60;5.68;1;5.68
618;62;4.12;9;37.08
618;81;1.43;2;2.86
619;13;136.24;5;681.2
619;54;60.96;2;121.92
619;81;4.54;9;40.86
620;15;6.79;1;6.79
620;30;59.61;5;298.05
620;38;16.83;1;16.83
620;51;65.08;3;195.24
620;59;5.68;1;5.68
620;64;4.78;2;9.56
620;70;5.34;3;16.02
620;75;1.21;4;4.84
620;87;3.15;8;25.2
620;91;4.44;3;13.32
621;1;40.75;5;203.75
621;6;8.31;1;8.31
621;11;114.0;5;570.0
621;20;7.7;5;38.5
621;53;30.19;4;120.76
621;58;16.35;6;98.1
621;82;5.51;5;27.55
621;90;2.77;3;8.31
622;8;9.37;3;28.11
622;18;8.07;4;32.28
622;25;6.3;1;6.3
622;30;52.82;5;264.1
622;32;58.2;3;174.6
622;36;82.55;1;82.55
622;43;37.95;1;37.95
622;88;5.83;1;5.83
622;89;2.52;3;7.56
623;4;125.63;8;1005.04
623;16;97.04;2;194.08
623;49;51.72;4;206.88
623;51;43.76;9;393.84
623;69;2.68;2;5.36
623;74;4.29;5;21.45
623;83;3.43;7;24.01
624;28;67.49;6;404.94
625;55;42.36;8;338.88
625;58;27.09;5;135.45
625;82;5.78;4;23.12
626;1;36.56;6;219.36
626;11;149.18;8;1193.44
626;16;95.05;7;665.35
626;52;50.31;7;352.17
626;53;80.9;2;161.8
627;36;34.27;1;34.27
627;46;65.37;2;130.74
627;65;2.15;1;2.15
628;7;55.84;8;446.72
628;11;108.8;6;652.8
628;16;75.63;8;605.04
628;21;6.49;4;25.96
628;26;8.72;6;52.32
628;62;3.94;3;11.82
628;71;3.34;3;10.02
628;91;3.26;7;22.82
629;13;107.58;2;215.16
629;49;78.79;2;157.58
630;12;8.05;2;16.1
630;35;24.9;7;174.3
630;62;3.51;5;17.55
630;73;1.75;5;8.75
630;79;1.75;6;10.5
630;89;4.62;3;13.86
631;11;126.64;7;886.48
631;14;152.27;6;913.62
631;18;6.57;6;39.42
631;56;71.49;2;142.98
631;68;5.63;8;45.04
631;80;0.99;9;8.91
631;82;2.02;9;18.18
631;84;3.24;4;12.96
631;86;3.02;1;3.02
632;4;128.69;3;386.07
632;24;42.87;7;300.09
632;39;26.95;3;80.85
632;53;33.63;1;33.63
632;62;1.78;5;8.9
632;68;2.59;6;15.54
632;80;1.73;2;3.46
633;22;8.86;5;44.3
633;24;66.66;1;66.66
634;30;40.22;2;80.44
635;9;7.7;6;46.2
635;14;133.25;5;666.25
635;18;8.0;3;24.0
635;24;47.84;8;382.72
636;11;162.59;4;650.36
636;31;71.51;7;500.57
636;35;26.52;6;159.12
636;37;55.59;9;500.31
636;38;24.98;1;24.98
636;39;15.1;3;45.3
636;40;29.28;6;175.68
636;44;23.93;9;215.37
636;54;75.22;2;150.44
636;89;1.18;5;5.9
637;29;37.32;7;261.24
637;62;3.9;3;11.7
637;71;2.83;3;8.49
637;72;3.55;3;10.65
637;80;5.49;7;38.43
638;11;163.44;6;980.64
638;22;6.69;9;60.21
638;52;39.01;2;78.02
638;68;3.56;5;17.8
638;70;4.36;6;26.16
638;74;2.33;1;2.33
638;80;1.37;9;12.33
639;17;86.84;5;434.2
639;18;8.98;5;44.9
639;32;57.91;6;347.46
639;40;22.57;1;22.57
639;55;48.32;8;386.56
639;59;4.11;5;20.55
639;72;3.24;4;12.96
639;76;2.97;1;2.97
639;86;1.23;1;1.23
640;7;53.61;2;107.22
640;33;69.16;2;138.32
640;39;17.9;6;107.4
640;66;5.82;7;40.74
640;75;3.47;1;3.47
640;91;2.35;8;18.8
641;9;8.77;6;52.62
642;3;122.01;3;366.03
642;4;123.01;5;615.05
642;8;8.44;2;16.88
642;23;44.48;7;311.36
642;34;69.37;4;277.48
642;67;2.93;6;17.58
642;86;3.84;5;19.2
642;91;3.95;7;27.65
643;10;112.36;9;1011.24
643;16;82.69;7;578.83
643;22;6.58;2;13.16
643;29;54.02;9;486.18
643;32;40.55;7;283.85
643;38;28.77;2;57.54
643;41;39.34;1;39.34
643;48;37.83;2;75.66
643;53;66.2;5;331.0
643;72;1.41;3;4.23
644;3;111.92;3;335.76
644;5;8.53;7;59.71
644;65;2.04;4;8.16
645;8;6.54;1;6.54
645;14;176.96;9;1592.64
645;52;50.16;5;250.8
645;56;46.04;1;46.04
645;63;5.4;4;21.6
645;67;1.58;6;9.48
645;74;5.56;5;27.8
645;75;5.7;9;51.3
645;83;5.93;6;35.58
646;7;77.26;3;231.78
646;22;9.6;8;76.8
646;79;2.84;6;17.04
646;82;4.93;1;4.93
647;9;8.9;7;62.3
647;14;116.94;8;935.52
647;21;8.92;7;62.44
647;29;57.23;4;228.92
647;40;17.28;7;120.96
647;56;47.54;8;380.32
647;73;2.76;3;8.28
647;76;3.49;4;13.96
647;79;3.1;3;9.3
647;81;2.0;3;6.0
648;6;9.26;1;9.26
648;15;6.25;5;31.25
648;16;78.06;9;702.54
648;17;69.29;9;623.61
648;30;42.61;9;383.49
648;36;33.69;1;33.69
648;39;27.26;1;27.26
648;48;49.2;3;147.6
648;51;39.41;1;39.41
648;87;4.96;1;4.96
649;17;83.08;5;415.4
649;21;7.31;8;58.48
649;29;55.79;7;390.53
649;43;59.12;9;532.08
649;60;1.84;1;1.84
649;68;4.93;2;9.86
649;78;5.25;3;15.75
650;52;34.3;6;205.8
650;72;1.28;1;1.28
651;39;18.95;7;132.65
651;52;45.47;8;363.76
651;80;2.75;1;2.75
652;16;82.07;8;656.56
652;24;66.49;4;265.96
652;34;75.03;8;600.24
652;43;66.37;3;199.11
652;51;57.8;4;231.2
652;55;35.9;1;35.9
652;65;2.25;9;20.25
652;69;3.01;9;27.09
652;77;2.06;5;10.3
653;22;9.94;4;39.76
654;8;7.05;1;7.05
654;9;9.28;3;27.84
654;47;65.09;1;65.09
654;51;40.77;7;285.39
654;65;3.12;4;12.48
655;21;6.51;9;58.59
655;57;19.95;4;79.8
656;7;48.47;7;339.29
656;33;36.7;7;256.9
656;45;24.35;8;194.8
656;73;2.56;6;15.36
657;4;94.71;2;189.42
657;6;8.33;8;66.64
657;9;7.69;8;61.52
657;35;19.39;1;19.39
657;43;56.06;1;56.06
657;45;27.24;3;81.72
657;73;5.67;5;28.35
657;89;1.59;8;12.72
658;1;89.11;9;801.99
658;2;76.66;3;229.98
658;14;132.49;5;662.45
658;62;3.23;6;19.38
658;88;5.21;9;46.89
659;11;160.9;3;482.7
659;21;7.07;6;42.42
659;23;61.61;3;184.83
659;27;107.48;5;537.4
659;52;61.05;9;549.45
659;59;5.83;8;46.64
659;67;5.63;6;33.78
659;90;3.53;6;21.18
660;6;9.17;3;27.51
660;41;37.45;3;112.35
661;27;119.19;5;595.95
661;40;28.2;6;169.2
661;52;35.21;2;70.42
661;70;5.43;5;27.15
661;74;2.4;7;16.8
661;87;1.27;5;6.35
662;19;116.92;5;584.6
662;41;64.09;4;256.36
662;70;4.65;2;9.3
662;89;5.09;3;15.27
663;55;72.05;5;360.25
663;62;3.4;6;20.4
663;73;3.66;7;25.62
663;87;2.89;8;23.12
664;1;83.75;9;753.75
664;20;7.58;7;53.06
664;54;31.27;1;31.27
664;55;59.71;6;358.26
664;91;4.82;9;43.38
665;19;129.53;6;777.18
665;24;80.43;9;723.87
665;28;65.6;5;328.0
665;52;62.29;9;560.61
665;54;42.47;4;169.88
665;60;5.49;6;32.94
665;64;3.91;2;7.82
666;10;112.18;7;785.26
666;19;146.45;4;585.8
666;20;9.21;6;55.26
666;25;7.09;4;28.36
667;39;23.71;7;165.97
667;50;38.84;8;310.72
667;60;1.44;7;10.08
667;86;3.87;4;15.48
668;9;8.64;2;17.28
668;41;46.64;4;186.56
668;67;2.07;2;4.14
669;9;9.29;6;55.74
669;18;9.58;4;38.32
669;25;7.96;1;7.96
669;30;44.52;6;267.12
669;46;65.52;5;327.6
669;60;3.65;6;21.9
669;67;2.79;8;22.32
669;83;5.73;9;51.57
670;11;143.2;1;143.2
670;30;52.85;5;264.25
670;34;62.41;1;62.41
670;36;76.84;7;537.88
670;39;23.51;5;117.55
670;40;26.1;4;104.4
670;75;2.08;4;8.32
670;80;1.02;4;4.08
671;8;6.43;9;57.87
671;32;84.08;4;336.32
671;44;28.76;6;172.56
671;63;4.89;1;4.89
671;66;1.79;3;5.37
671;70;5.1;1;5.1
671;80;2.75;5;13.75
672;4;121.09;4;484.36
672;9;8.26;4;33.04
672;37;66.15;8;529.2
672;41;65.43;3;196.29
672;43;51.6;1;51.6
672;61;3.51;1;3.51
673;2;91.68;3;275.04
673;8;7.81;5;39.05
673;9;8.0;2;16.0
673;16;79.7;2;159.4
673;35;23.53;7;164.71
673;54;65.83;7;460.81
673;63;1.8;8;14.4
673;66;2.26;2;4.52
673;79;1.87;1;1.87
674;15;6.18;4;24.72
674;73;5.02;2;10.04
674;79;2.28;4;9.12
674;83;3.3;5;16.5
674;88;5.44;5;27.2
674;89;3.74;3;11.22
675;4;167.76;5;838.8
675;17;95.2;3;285.6
675;19;148.47;9;1336.23
675;30;46.16;4;184.64
675;53;52.1;2;104.2
675;59;3.29;7;23.03
675;64;4.53;5;22.65
676;15;6.59;9;59.31
676;24;44.07;2;88.14
676;28;41.97;1;41.97
676;34;54.36;2;108.72
676;53;68.35;4;273.4
676;59;4.26;9;38.34
676;62;1.03;1;1.03
676;67;4.18;9;37.62
676;69;5.58;4;22.32
676;71;1.53;4;6.12
677;61;1.6;1;1.6
677;81;5.86;9;52.74
678;24;53.91;7;377.37
678;67;1.54;5;7.7
678;83;4.71;5;23.55
679;12;8.61;4;34.44
679;49;79.98;7;559.86
680;10;106.5;8;852.0
680;47;47.76;7;334.32
680;50;32.67;9;294.03
680;70;4.82;1;4.82
680;87;3.01;3;9.03
680;88;1.17;5;5.85
681;25;9.82;1;9.82
681;37;38.85;1;38.85
681;52;47.68;1;47.68
681;64;4.84;6;29.04
681;80;2.86;4;11.44
681;82;4.11;1;4.11
681;86;5.66;5;28.3
682;8;9.03;6;54.18
682;23;83.34;3;250.02
682;29;71.26;5;356.3
682;83;2.83;1;2.83
682;91;2.72;5;13.6
683;31;85.74;6;514.44
684;7;42.31;1;42.31
684;10;100.2;5;501.0
684;25;7.92;6;47.52
684;38;22.55;5;112.75
684;39;20.2;8;161.6
684;69;5.05;6;30.3
684;71;3.97;6;23.82
684;77;5.79;4;23.16
684;79;4.99;4;19.96
685;4;95.4;5;477.0
685;34;53.99;8;431.92
685;40;27.26;4;109.04
685;60;2.64;2;5.28
685;88;3.81;7;26.67
686;1;58.61;7;410.27
686;10;112.6;4;450.4
686;18;8.82;6;52.92
686;23;69.04;1;69.04
686;33;35.69;1;35.69
686;47;35.71;9;321.39
686;72;1.87;5;9.35
686;75;2.2;7;15.4
686;84;5.04;3;15.12
686;85;5.73;7;40.11
687;38;26.11;5;130.55
687;40;21.32;1;21.32
687;44;19.47;2;38.94
687;54;65.88;8;527.04
687;83;4.89;5;24.45
688;9;7.34;9;66.06
688;21;8.95;8;71.6
688;30;77.52;7;542.64
688;32;62.13;1;62.13
688;77;4.65;1;4.65
689;22;8.07;4;32.28
690;13;123.79;3;371.37
690;20;6.48;5;32.4
691;21;8.24;2;16.48
691;26;9.04;7;63.28
691;39;16.43;4;65.72
691;57;28.82;2;57.64
691;60;5.55;8;44.4
691;73;5.09;4;20.36
691;78;2.52;6;15.12
692;34;46.0;2;92.0
692;41;55.77;7;390.39
692;43;71.61;7;501.27
692;48;69.72;1;69.72
692;54;50.69;5;253.45
692;56;31.21;6;187.26
692;69;4.96;9;44.64
692;75;2.81;6;16.86
692;87;2.04;8;16.32
692;90;5.65;6;33.9
693;3;155.71;8;1245.68
693;4;100.23;8;801.84
693;33;54.88;3;164.64
693;36;57.9;7;405.3
693;39;24.03;3;72.09
693;74;5.72;6;34.32
693;83;2.22;9;19.98
693;91;2.27;4;9.08
694;8;8.5;1;8.5
694;21;9.88;7;69.16
694;67;3.12;3;9.36
694;90;2.25;9;20.25
695;14;143.18;4;572.72
695;30;49.06;7;343.42
695;40;19.49;3;58.47
695;42;46.14;9;415.26
695;87;3.06;3;9.18
696;3;101.66;5;508.3
696;10;118.55;4;474.2
696;12;6.16;4;24.64
696;21;6.48;2;12.96
696;24;81.24;3;243.72
696;45;18.68;3;56.04
696;81;5.73;9;51.57
696;85;4.48;7;31.36
696;86;5.28;9;47.52
697;9;9.56;5;47.8
698;19;144.65;5;723.25
698;34;74.86;5;374.3
698;65;4.03;4;16.12
699;27;115.38;3;346.14
699;28;42.94;7;300.58
699;69;2.84;1;2.84
699;85;5.57;9;50.13
700;1;92.29;5;461.45
700;12;7.47;2;14.94
700;20;9.6;3;28.8
700;35;28.71;8;229.68
700;46;41.23;1;41.23
700;51;64.89;6;389.34
700;53;43.16;3;129.48
700;71;5.31;9;47.79
700;75;1.12;4;4.48
700;90;1.34;2;2.68
701;5;6.19;5;30.95
701;28;67.38;7;471.66
701;55;36.77;2;73.54
701;85;2.64;2;5.28
702;3;97.34;5;486.7
702;17;73.48;5;367.4
702;33;65.06;4;260.24
702;38;18.78;7;131.46
702;45;27.47;9;247.23
702;47;35.04;3;105.12
702;48;68.08;2;136.16
702;64;4.76;2;9.52
702;70;4.38;8;35.04
702;89;2.95;1;2.95
703;2;91.44;8;731.52
703;9;6.21;1;6.21
703;44;24.96;7;174.72
703;46;50.16;5;250.8
703;66;4.54;9;40.86
703;70;2.06;4;8.24
704;19;150.98;2;301.96
704;39;25.35;6;152.1
704;47;51.73;6;310.38
704;53;59.44;7;416.08
705;5;6.33;9;56.97
705;13;160.25;6;961.5
705;20;9.62;8;76.96
705;21;6.33;2;12.66
705;23;36.57;9;329.13
705;24;90.17;9;811.53
705;27;103.6;2;207.2
705;34;39.36;6;236.16
705;47;44.26;7;309.82
705;49;81.11;4;324.44
706;10;107.55;3;322.65
706;46;46.56;1;46.56
706;50;54.88;6;329.28
706;62;1.24;8;9.92
706;66;1.18;9;10.62
706;67;1.92;5;9.6
706;69;1.35;2;2.7
706;87;1.04;2;2.08
707;12;6.87;2;13.74
707;27;111.33;3;333.99
707;39;17.17;1;17.17
707;41;57.54;6;345.24
707;44;17.02;6;102.12
707;63;4.36;3;13.08
707;85;1.36;2;2.72
707;87;5.65;2;11.3
708;28;50.26;3;150.78
708;31;47.99;5;239.95
708;73;3.46;9;31.14
708;90;2.63;2;5.26
709;8;9.86;6;59.16
709;19;154.83;1;154.83
709;23;95.94;3;287.82
709;31;32.41;7;226.87
709;41;51.47;8;411.76
709;43;68.89;5;344.45
709;44;20.79;2;41.58
709;69;1.21;5;6.05
709;74;1.61;5;8.05
710;61;4.24;1;4.24
710;85;5.45;1;5.45
711;6;8.7;3;26.1
711;22;8.37;3;25.11
711;25;7.0;5;35.0
711;26;8.37;2;16.74
711;40;19.11;1;19.11
711;75;4.74;9;42.66
711;81;4.61;9;41.49
712;2;93.37;3;280.11
712;6;6.95;7;48.65
712;12;6.48;8;51.84
712;26;6.26;1;6.26
712;46;40.76;5;203.8
712;64;2.95;1;2.95
713;12;6.03;4;24.12
713;13;112.92;9;1016.28
713;24;47.63;5;238.15
713;25;7.24;2;14.48
713;45;20.08;7;140.56
713;75;2.09;7;14.63
713;90;5.32;2;10.64
714;15;6.09;8;48.72
714;19;131.31;2;262.62
714;21;6.54;8;52.32
714;24;69.17;4;276.68
714;50;64.55;9;580.95
714;52;54.78;5;273.9
714;55;59.41;1;59.41
714;68;2.65;7;18.55
714;74;2.89;2;5.78
714;88;4.14;3;12.42
715;6;9.78;1;9.78
715;12;8.52;4;34.08
715;31;39.5;6;237.0
715;43;74.59;9;671.31
715;57;25.4;5;127.0
715;62;5.68;2;11.36
715;69;4.36;7;30.52
715;72;1.22;4;4.88
715;82;5.0;6;30.0
716;3;138.85;7;971.95
716;10;114.94;5;574.7
716;12;7.9;9;71.1
716;13;110.23;8;881.84
716;19;143.04;6;858.24
716;22;6.26;2;12.52
716;74;2.28;4;9.12
716;81;2.96;5;14.8
716;86;2.64;8;21.12
716;91;4.96;2;9.92
717;1;87.34;9;786.06
717;8;8.93;7;62.51
717;17;99.6;9;896.4
717;67;4.08;8;32.64
717;69;1.52;5;7.6
717;75;2.15;5;10.75
717;83;5.61;6;33.66
718;6;8.49;9;76.41
718;24;89.33;8;714.64
718;32;75.25;7;526.75
718;40;26.43;9;237.87
718;77;2.51;9;22.59
718;86;4.37;6;26.22
718;88;3.85;1;3.85
718;90;2.92;6;17.52
718;91;1.96;9;17.64
719;25;7.78;6;46.68
719;42;69.36;7;485.52
719;49;60.98;6;365.88
719;61;2.13;4;8.52
719;69;4.97;1;4.97
720;4;105.28;7;736.96
720;11;90.82;9;817.38
720;49;52.97;1;52.97
720;69;5.72;3;17.16
720;72;1.89;9;17.01
721;10;119.56;7;836.92
721;38;27.57;4;110.28
721;57;15.38;3;46.14
721;62;2.84;4;11.36
722;30;40.84;7;285.88
722;32;79.99;6;479.94
722;46;51.53;3;154.59
722;47;69.37;4;277.48
722;54;59.5;8;476.0
722;64;3.62;2;7.24
722;67;4.07;1;4.07
722;71;2.78;7;19.46
722;80;2.17;9;19.53
723;27;118.5;6;711.0
723;46;48.03;2;96.06
723;54;51.33;7;359.31
723;79;5.07;5;25.35
724;12;7.39;9;66.51
724;13;95.02;4;380.08
724;18;9.17;6;55.02
724;21;9.87;7;69.09
724;41;53.2;4;212.8
724;43;69.21;7;484.47
724;73;2.34;2;4.68
724;74;4.07;9;36.63
724;78;1.78;6;10.68
724;89;1.12;5;5.6
725;43;59.22;6;355.32
725;46;39.39;7;275.73
725;50;65.86;5;329.3
725;70;2.56;4;10.24
725;76;2.13;5;10.65
725;89;4.58;5;22.9
725;90;1.01;2;2.02
726;3;136.3;4;545.2
726;42;69.83;4;279.32
726;64;1.5;1;1.5
727;25;8.01;9;72.09
727;73;5.68;7;39.76
728;13;114.8;9;1033.2
728;39;27.57;2;55.14
728;62;5.88;2;11.76
729;88;2.74;9;24.66
730;15;6.08;5;30.4
730;24;96.34;7;674.38
730;31;43.03;3;129.09
730;37;75.23;7;526.61
730;52;50.49;2;100.98
730;74;5.62;1;5.62
730;79;2.64;7;18.48
730;89;4.3;1;4.3
731;18;6.88;3;20.64
731;20;6.4;3;19.2
731;30;80.13;8;641.04
731;43;48.77;5;243.85
731;58;21.57;8;172.56
731;75;3.85;1;3.85
731;84;1.82;4;7.28
732;19;150.68;5;753.4
732;44;28.98;9;260.82
732;48;57.95;6;347.7
732;52;32.39;8;259.12
732;56;59.83;6;358.98
732;74;3.23;7;22.61
732;79;1.46;2;2.92
732;81;5.69;9;51.21
732;85;4.25;3;12.75
732;88;3.26;3;9.78
733;75;4.29;6;25.74
734;69;2.8;4;11.2
734;73;5.51;7;38.57
735;3;117.96;7;825.72
736;27;101.39;7;709.73
737;56;49.55;2;99.1
737;71;4.45;3;13.35
738;48;38.62;8;308.96
739;2;85.31;8;682.48
739;7;70.65;5;353.25
739;32;60.48;5;302.4
739;44;19.11;1;19.11
739;51;40.73;9;366.57
739;59;2.6;9;23.4
739;61;1.38;3;4.14
739;76;5.51;2;11.02
739;78;2.22;1;2.22
740;23;63.27;5;316.35
740;24;66.99;9;602.91
740;30;62.74;7;439.18
740;69;4.48;5;22.4
740;70;2.46;3;7.38
741;2;75.49;5;377.45
741;21;9.88;1;9.88
741;71;2.33;6;13.98
742;13;134.43;1;134.43
742;28;59.81;8;478.48
742;30;31.97;1;31.97
742;62;4.08;8;32.64
742;73;4.51;7;31.57
743;11;158.92;3;476.76
743;12;6.91;8;55.28
743;66;2.68;2;5.36
743;69;1.22;1;1.22
743;70;3.92;5;19.6
743;80;3.95;5;19.75
743;89;5.49;1;5.49
744;56;61.83;3;185.49
744;78;4.86;4;19.44
744;79;4.64;7;32.48
745;6;9.82;4;39.28
745;28;46.8;2;93.6
745;32;47.6;9;428.4
745;37;72.11;5;360.55
745;49;55.36;3;166.08
745;57;27.56;6;165.36
745;65;2.75;2;5.5
745;74;4.01;3;12.03
746;13;172.72;8;1381.76
746;27;113.6;8;908.8
746;32;54.75;4;219.0
746;58;21.94;7;153.58
746;60;4.03;1;4.03
746;79;3.44;1;3.44
746;90;1.58;8;12.64
747;5;8.13;5;40.65
747;6;8.86;7;62.02
747;13;157.61;5;788.05
747;18;6.95;8;55.6
747;46;35.02;2;70.04
747;53;78.56;3;235.68
747;74;4.23;5;21.15
747;76;2.89;2;5.78
748;7;51.53;3;154.59
748;85;3.95;6;23.7
749;7;36.93;8;295.44
749;90;5.98;7;41.86
750;9;7.53;5;37.65
750;17;77.48;4;309.92
750;19;141.16;4;564.64
750;64;5.86;4;23.44
751;19;144.6;1;144.6
751;27;102.52;4;410.08
751;70;2.78;4;11.12
752;14;135.63;2;271.26
752;27;113.28;1;113.28
752;36;34.02;3;102.06
752;41;39.01;4;156.04
752;51;30.86;9;277.74
752;53;78.73;5;393.65
753;3;126.41;5;632.05
753;48;39.28;4;157.12
753;91;4.82;2;9.64
754;2;93.16;1;93.16
754;5;6.95;4;27.8
754;22;8.13;6;48.78
754;32;60.63;7;424.41
754;35;17.43;9;156.87
754;52;74.34;3;223.02
754;60;2.57;9;23.13
754;74;1.01;5;5.05
754;79;4.42;7;30.94
754;88;4.89;3;14.67
755;13;146.41;9;1317.69
755;19;156.55;6;939.3
755;25;8.04;5;40.2
755;44;20.56;1;20.56
755;55;73.97;3;221.91
755;73;1.84;8;14.72
755;78;1.71;3;5.13
755;82;4.16;8;33.28
755;86;1.25;5;6.25
756;42;42.03;8;336.24
757;5;8.66;8;69.28
757;12;8.69;9;78.21
757;28;61.21;1;61.21
757;82;3.0;9;27.0
757;86;3.96;4;15.84
757;89;5.74;6;34.44
758;39;27.76;3;83.28
759;34;32.45;9;292.05
760;10;118.59;1;118.59
760;47;44.65;7;312.55
760;49;63.22;1;63.22
760;83;1.58;6;9.48
761;20;9.62;4;38.48
761;34;54.76;4;219.04
761;40;17.97;1;17.97
761;72;3.11;5;15.55
762;16;87.89;2;175.78
762;23;38.93;1;38.93
762;26;8.32;6;49.92
762;34;71.34;7;499.38
762;48;73.74;2;147.48
762;55;52.67;6;316.02
762;60;4.42;2;8.84
762;70;3.94;3;11.82
763;39;27.29;1;27.29
763;61;1.99;3;5.97
763;71;5.2;8;41.6
764;27;100.7;3;302.1
764;41;41.69;2;83.38
764;55;40.15;1;40.15
764;72;5.38;4;21.52
764;73;4.79;7;33.53
764;77;3.79;4;15.16
764;88;1.07;3;3.21
765;18;8.5;5;42.5
765;26;9.54;7;66.78
765;30;71.45;5;357.25
765;40;18.1;9;162.9
765;50;49.59;3;148.77
765;63;3.12;4;12.48
765;66;3.94;5;19.7
765;86;2.16;9;19.44
766;8;9.32;2;18.64
766;13;162.86;3;488.58
766;23;59.74;3;179.22
766;29;45.48;7;318.36
766;31;67.15;3;201.45
766;42;74.72;1;74.72
766;49;55.48;3;166.44
766;73;4.3;3;12.9
767;2;98.97;2;197.94
767;50;49.44;2;98.88
767;65;1.91;4;7.64
767;80;1.26;5;6.3
768;15;6.01;2;12.02
768;43;60.88;6;365.28
768;81;3.02;5;15.1
769;1;76.82;3;230.46
769;26;7.63;3;22.89
769;31;36.0;1;36.0
769;33;72.49;6;434.94
769;55;61.33;6;367.98
769;64;5.44;7;38.08
769;69;2.81;1;2.81
769;73;1.57;1;1.57
769;86;5.11;2;10.22
769;91;4.52;6;27.12
770;1;53.14;8;425.12
770;10;108.21;8;865.68
770;12;8.14;5;40.7
770;35;16.63;9;149.67
770;64;5.42;2;10.84
770;70;2.33;4;9.32
770;71;1.5;9;13.5
770;73;5.28;2;10.56
771;2;98.25;4;393.0
771;12;6.43;1;6.43
771;26;6.23;2;12.46
771;27;103.77;2;207.54
771;28;68.06;6;408.36
771;47;62.32;5;311.6
771;61;3.72;3;11.16
771;88;3.02;2;6.04
771;90;5.98;7;41.86
772;3;142.73;1;142.73
772;38;26.73;5;133.65
772;45;27.28;2;54.56
772;57;20.2;2;40.4
772;62;2.89;1;2.89
773;6;9.27;2;18.54
773;8;9.35;3;28.05
773;18;8.19;5;40.95
773;58;26.16;8;209.28
774;4;115.75;3;347.25
774;6;9.66;4;38.64
774;9;8.82;4;35.28
774;16;92.3;5;461.5
774;35;24.68;2;49.36
774;36;61.33;6;367.98
774;63;5.99;1;5.99
774;75;2.44;7;17.08
775;21;9.48;5;47.4
776;2;86.92;9;782.28
776;19;140.43;2;280.86
776;30;76.6;8;612.8
776;49;48.55;7;339.85
776;52;46.75;6;280.5
776;76;1.93;6;11.58
776;79;4.51;8;36.08
777;33;69.86;3;209.58
777;41;37.19;8;297.52
777;43;43.28;9;389.52
777;45;18.39;6;110.34
777;47;63.61;3;190.83
777;56;57.79;1;57.79
777;63;5.57;6;33.42
777;78;3.37;4;13.48
777;84;2.62;2;5.24
777;87;1.95;5;9.75
778;1;90.39;2;180.78
778;11;132.74;3;398.22
778;22;7.41;1;7.41
778;40;29.36;3;88.08
778;43;57.09;2;114.18
778;49;40.44;9;363.96
778;56;59.21;1;59.21
778;61;1.87;9;16.83
778;67;3.74;5;18.7
779;62;5.9;2;11.8
780;3;148.85;8;1190.8
780;7;39.9;5;199.5
780;62;2.68;5;13.4
780;65;3.46;5;17.3
780;76;3.98;8;31.84
780;87;2.54;2;5.08
781;38;25.46;1;25.46
781;48;34.38;6;206.28
781;72;1.65;5;8.25
782;20;6.74;9;60.66
782;22;7.96;6;47.76
782;25;9.59;9;86.31
782;28;62.3;9;560.7
782;52;73.07;1;73.07
782;63;2.34;2;4.68
782;74;3.68;1;3.68
782;77;3.03;4;12.12
782;80;5.25;3;15.75
