CODIGO_VENDA;DATA_VENDA;CODIGO_CLIENTE;CODIGO_LOJA_VENDEDOR;FORMA_PAGAMENTO;TIPO_PAGAMENTO;VALOR_FINAL
1566;2018-02-14 12:34:39;153;6;3.0;A VISTA;494.28999999999996
2417;2018-02-14 13:58:26;1168;8;4.0;A VISTA;757.35
2044;2018-02-14 15:18:48;1348;5;2.0;A VISTA;222.48
1029;2018-02-15 14:37:58;1101;3;3.0;A VISTA;526.98
2157;2018-02-15 14:41:34;355;12;3.0;A VISTA;830.04
1156;2018-02-18 09:03:53;828;11;1.0;A VISTA;593.67
403;2018-02-19 11:09:52;1210;5;3.0;A VISTA;962.28
2247;2018-02-22 10:55:49;1285;11;4.0;PARCELADO;1033.75
1067;2018-02-23 01:09:35;1169;0;2.0;A VISTA;2507.48
2462;2018-02-24 12:15:10;1071;12;3.0;A VISTA;791.39
1384;2018-02-25 11:08:07;531;16;4.0;PARCELADO;570.49
851;2018-02-25 15:45:48;908;15;2.0;A VISTA;1291.58
2088;2018-02-25 17:12:09;873;12;1.0;A VISTA;1226.0
1434;2018-02-26 14:38:03;1360;15;2.0;A VISTA;509.4
105;2018-02-27 15:32:47;781;14;4.0;PARCELADO;1871.8100000000002
392;2018-02-28 13:00:42;636;13;2.0;PARCELADO;673.0500000000001
251;2018-03-01 17:46:55;302;4;4.0;A VISTA;1922.4499999999998
379;2018-03-05 09:05:49;522;0;3.0;A VISTA;1912.3899999999999
2184;2018-03-05 16:29:12;1070;14;2.0;A VISTA;153.42000000000002
2185;2018-03-05 16:29:12;1127;1;1.0;A VISTA;2509.9900000000002
2533;2018-03-05 17:38:35;97;14;4.0;PARCELADO;205.75
614;2018-03-06 10:22:18;272;5;4.0;A VISTA;918.4200000000001
615;2018-03-06 10:22:18;877;1;3.0;A VISTA;362.63
616;2018-03-06 10:22:18;885;1;2.0;PARCELADO;2118.45
841;2018-03-08 12:19:01;1289;4;3.0;A VISTA;387.59000000000003
1120;2018-03-08 12:19:44;1266;14;3.0;A VISTA;902.73
682;2018-03-08 16:52:35;909;13;1.0;A VISTA;676.9300000000001
722;2018-03-10 10:55:33;249;5;1.0;A VISTA;1724.19
2447;2018-03-12 12:00:14;188;14;3.0;PARCELADO;288.34000000000003
1311;2018-03-14 11:57:14;755;8;3.0;A VISTA;888.61
276;2018-03-14 13:24:53;223;0;3.0;A VISTA;1106.1299999999999
84;2018-03-14 16:57:23;957;5;4.0;A VISTA;1141.7
367;2018-03-18 13:21:24;808;5;3.0;A VISTA;1055.2
368;2018-03-18 13:21:24;921;1;4.0;A VISTA;524.4300000000001
2169;2018-03-19 14:12:25;1251;4;1.0;PARCELADO;615.4300000000001
1058;2018-03-22 14:37:26;579;15;1.0;A VISTA;807.6500000000001
183;2018-03-23 17:00:21;1219;13;1.0;PARCELADO;445.78999999999996
17;2018-03-25 10:22:03;704;3;2.0;PARCELADO;2253.4900000000002
485;2018-03-26 13:42:14;1298;13;2.0;A VISTA;2012.64
1543;2018-03-26 15:07:30;1082;8;3.0;PARCELADO;1158.43
2101;2018-03-27 01:10:00;1104;0;4.0;A VISTA;1.93
220;2018-03-28 16:26:42;461;10;4.0;A VISTA;1539.7
1879;2018-03-29 13:06:20;1375;4;3.0;A VISTA;1760.1299999999999
2418;2018-03-31 15:02:26;84;12;4.0;A VISTA;151.95
796;2018-04-01 12:42:43;1042;13;3.0;A VISTA;519.47
723;2018-04-02 16:22:10;446;6;1.0;A VISTA;1191.72
1857;2018-04-10 13:08:40;330;11;4.0;A VISTA;2626.99
606;2018-04-12 10:55:28;404;5;1.0;A VISTA;332.22
1852;2018-04-13 10:38:44;1005;10;1.0;A VISTA;321.33
124;2018-04-13 17:08:24;437;11;4.0;A VISTA;931.0
132;2018-04-16 13:49:30;688;4;3.0;PARCELADO;1735.26
1856;2018-04-18 13:42:47;554;11;2.0;PARCELADO;712.25
2124;2018-04-21 10:15:08;556;11;4.0;PARCELADO;692.11
1105;2018-04-21 14:55:55;487;4;2.0;A VISTA;883.03
792;2018-04-21 15:03:43;1149;5;2.0;A VISTA;1763.99
2467;2018-04-22 12:36:38;931;15;2.0;PARCELADO;282.99
2312;2018-04-23 12:27:31;297;12;4.0;A VISTA;331.93
365;2018-04-23 17:26:58;768;9;3.0;PARCELADO;528.3000000000001
64;2018-04-25 10:34:46;547;10;4.0;PARCELADO;1148.19
864;2018-04-26 11:12:10;1011;12;2.0;PARCELADO;862.61
2250;2018-04-26 14:29:22;208;3;2.0;PARCELADO;1122.77
264;2018-04-26 16:05:54;367;7;3.0;A VISTA;1051.18
404;2018-04-27 14:50:15;1142;9;3.0;PARCELADO;1106.3700000000001
405;2018-04-27 14:50:15;587;1;3.0;A VISTA;2226.63
1833;2018-04-27 15:50:42;558;3;3.0;A VISTA;98.74000000000001
69;2018-04-28 09:22:12;421;5;1.0;A VISTA;60.03
1517;2018-04-28 13:35:54;201;9;4.0;A VISTA;758.77
186;2018-04-28 15:42:30;1046;8;1.0;PARCELADO;155.49
1593;2018-04-28 16:01:48;760;9;3.0;A VISTA;1194.31
2268;2018-04-30 13:08:30;1338;9;1.0;A VISTA;3101.69
99;2018-05-02 13:14:25;544;9;1.0;A VISTA;347.84999999999997
2460;2018-05-06 14:19:54;486;16;3.0;A VISTA;120.91999999999999
1935;2018-05-07 17:37:29;62;9;1.0;A VISTA;1037.36
408;2018-05-08 16:28:46;66;14;2.0;PARCELADO;1361.79
780;2018-05-09 15:50:01;1391;13;1.0;A VISTA;1457.92
1351;2018-05-11 15:32:41;37;8;4.0;A VISTA;674.32
1352;2018-05-11 15:32:41;586;1;2.0;PARCELADO;348.95
1461;2018-05-11 16:08:42;917;14;3.0;PARCELADO;1381.28
2362;2018-05-12 16:08:28;23;7;2.0;PARCELADO;373.81
2497;2018-05-13 10:20:15;1156;10;3.0;A VISTA;1943.7600000000002
2253;2018-05-14 11:18:35;966;16;3.0;A VISTA;1015.74
327;2018-05-17 12:01:06;803;2;2.0;A VISTA;695.8900000000001
1915;2018-05-17 16:41:35;358;13;3.0;A VISTA;766.8199999999999
1322;2018-05-18 15:53:05;716;16;1.0;PARCELADO;1065.1399999999999
1323;2018-05-18 15:53:05;567;1;2.0;A VISTA;284.02
181;2018-05-18 16:52:56;133;2;3.0;A VISTA;1067.57
2363;2018-05-20 13:48:03;791;11;3.0;A VISTA;2512.8
586;2018-05-20 16:09:02;1209;14;3.0;A VISTA;1359.9299999999998
1673;2018-05-20 17:37:51;757;9;3.0;A VISTA;432.83
2226;2018-05-21 10:32:50;1323;10;1.0;A VISTA;13.36
2385;2018-05-24 09:37:37;1286;16;2.0;A VISTA;1302.72
1979;2018-05-25 09:43:30;1279;16;4.0;PARCELADO;652.68
1906;2018-05-25 13:54:01;533;4;3.0;A VISTA;933.1600000000001
482;2018-05-26 11:40:00;805;10;2.0;A VISTA;1771.24
2114;2018-05-28 12:52:48;510;12;1.0;PARCELADO;1249.59
2115;2018-05-28 12:52:48;1185;1;3.0;A VISTA;686.06
1345;2018-05-30 12:16:43;842;10;4.0;A VISTA;1586.1
1860;2018-05-31 11:22:18;422;13;2.0;A VISTA;423.26
1387;2018-06-01 10:02:23;969;10;2.0;A VISTA;429.27
259;2018-06-01 11:21:52;1397;13;2.0;A VISTA;1171.86
2244;2018-06-03 09:21:38;614;3;1.0;PARCELADO;924.3599999999999
930;2018-06-04 11:34:09;364;14;4.0;A VISTA;58.98
1267;2018-06-05 13:45:29;357;0;4.0;A VISTA;113.34
1604;2018-06-06 15:40:23;1362;15;4.0;A VISTA;246.75
1858;2018-06-07 10:01:34;169;13;3.0;PARCELADO;4117.41
130;2018-06-08 15:27:39;878;6;2.0;A VISTA;502.02
1480;2018-06-09 12:51:20;342;9;4.0;A VISTA;1283.28
2481;2018-06-09 17:36:32;1117;10;4.0;A VISTA;1393.73
415;2018-06-10 03:27:50;1366;0;2.0;A VISTA;1396.62
30;2018-06-11 11:16:23;415;5;3.0;PARCELADO;30.69
1670;2018-06-11 21:48:35;1381;0;3.0;PARCELADO;470.12
974;2018-06-13 03:18:40;1335;0;3.0;A VISTA;1687.3000000000002
407;2018-06-15 13:56:19;192;10;4.0;A VISTA;421.81
172;2018-06-15 14:44:44;587;10;2.0;A VISTA;2685.68
173;2018-06-15 14:44:44;298;1;4.0;A VISTA;1236.45
1675;2018-06-16 12:32:43;861;8;2.0;A VISTA;165.32000000000002
1885;2018-06-17 13:06:18;470;13;2.0;A VISTA;66.96
645;2018-06-17 15:00:19;145;5;2.0;A VISTA;2041.78
1412;2018-06-21 09:29:12;388;12;3.0;A VISTA;884.52
1413;2018-06-21 09:29:12;1386;1;4.0;A VISTA;1334.5
2406;2018-06-21 10:07:17;1063;11;3.0;PARCELADO;20.36
1549;2018-06-21 17:35:44;1078;7;3.0;PARCELADO;3127.83
1200;2018-06-25 13:47:53;63;2;3.0;A VISTA;651.84
1818;2018-06-25 15:13:44;953;11;1.0;A VISTA;142.12
2225;2018-06-27 10:57:21;1023;3;3.0;A VISTA;2227.8
857;2018-06-27 14:55:58;1300;6;2.0;A VISTA;1169.27
1381;2018-07-01 14:13:28;569;3;4.0;A VISTA;1188.2
538;2018-07-01 17:26:05;755;15;1.0;A VISTA;115.41000000000001
300;2018-07-02 11:44:05;1353;15;3.0;A VISTA;914.71
301;2018-07-02 11:44:05;632;1;3.0;A VISTA;809.3000000000001
108;2018-07-02 12:53:13;1338;12;1.0;A VISTA;242.34
1704;2018-07-02 14:57:36;527;16;2.0;A VISTA;1112.98
1660;2018-07-03 23:23:54;562;0;3.0;A VISTA;1215.04
1181;2018-07-05 11:34:42;610;7;1.0;A VISTA;316.57
1182;2018-07-05 11:34:42;1245;1;1.0;A VISTA;2050.96
351;2018-07-05 17:46:48;147;10;3.0;PARCELADO;507.38
612;2018-07-07 09:49:15;659;7;3.0;A VISTA;313.33
1149;2018-07-10 17:56:10;666;11;2.0;A VISTA;1468.39
2426;2018-07-11 11:10:34;275;16;2.0;A VISTA;625.12
2254;2018-07-12 20:42:40;379;0;2.0;PARCELADO;717.42
999;2018-07-13 11:48:57;1229;10;4.0;A VISTA;839.28
539;2018-07-14 15:15:26;1130;13;3.0;PARCELADO;422.78
540;2018-07-14 15:15:26;1163;1;3.0;A VISTA;133.15
1339;2018-07-14 16:02:13;5;9;1.0;A VISTA;1813.17
2164;2018-07-15 11:39:56;426;10;4.0;A VISTA;47.6
1376;2018-07-15 13:13:17;308;10;2.0;A VISTA;774.47
2424;2018-07-17 11:29:21;489;8;4.0;A VISTA;28.23
43;2018-07-17 14:39:48;652;13;3.0;A VISTA;10.02
44;2018-07-17 14:39:48;244;1;3.0;A VISTA;1896.03
371;2018-07-17 14:55:52;118;12;1.0;PARCELADO;3136.15
2520;2018-07-18 19:44:50;216;0;2.0;A VISTA;1360.1499999999999
2329;2018-07-23 09:31:49;936;14;4.0;PARCELADO;2568.38
1548;2018-07-24 12:56:06;961;7;1.0;A VISTA;661.5799999999999
602;2018-07-25 04:57:23;592;0;2.0;A VISTA;2306.77
707;2018-07-25 13:29:13;716;3;1.0;A VISTA;839.3600000000001
890;2018-07-26 11:05:17;1174;9;2.0;A VISTA;2423.18
1686;2018-07-27 11:48:07;1064;2;2.0;A VISTA;439.33
1687;2018-07-27 11:48:07;1162;1;1.0;A VISTA;316.89
2279;2018-07-31 10:32:57;1087;14;2.0;A VISTA;2930.71
333;2018-07-31 11:18:26;223;4;4.0;A VISTA;1394.52
296;2018-07-31 14:06:47;1274;3;2.0;A VISTA;73.60000000000001
2083;2018-07-31 17:19:09;1221;15;1.0;A VISTA;196.7
233;2018-08-01 11:36:27;517;14;2.0;A VISTA;380.67
1366;2018-08-01 17:10:56;684;12;1.0;PARCELADO;2088.08
1367;2018-08-01 17:10:56;208;1;4.0;A VISTA;390.24
497;2018-08-03 15:06:11;1019;11;3.0;PARCELADO;1696.02
1112;2018-08-04 17:08:54;1247;10;1.0;A VISTA;700.69
336;2018-08-05 11:08:32;628;15;2.0;A VISTA;1091.99
1707;2018-08-05 11:29:31;783;16;1.0;A VISTA;1118.0800000000002
833;2018-08-06 17:11:35;244;2;1.0;A VISTA;1581.6100000000001
1303;2018-08-08 10:45:36;789;6;1.0;A VISTA;47.38
1293;2018-08-11 09:35:48;651;13;3.0;PARCELADO;398.47
2508;2018-08-11 11:18:20;722;2;3.0;A VISTA;1557.52
2281;2018-08-11 11:43:18;785;11;2.0;A VISTA;1246.8
513;2018-08-11 12:51:50;154;4;3.0;A VISTA;237.04
1316;2018-08-13 15:11:19;1314;15;2.0;A VISTA;1312.8899999999999
1246;2018-08-15 09:17:44;1021;12;3.0;A VISTA;1859.06
2189;2018-08-16 09:26:46;1348;13;4.0;A VISTA;65.56
968;2018-08-16 11:56:11;1196;10;3.0;A VISTA;888.8699999999999
1062;2018-08-17 14:12:13;658;13;3.0;A VISTA;4109.99
695;2018-08-17 14:29:46;850;5;4.0;PARCELADO;1399.0500000000002
1520;2018-08-17 14:37:17;161;15;3.0;A VISTA;1484.54
1243;2018-08-18 11:44:30;698;5;2.0;A VISTA;228.78
1825;2018-08-18 14:06:13;45;4;1.0;A VISTA;986.4
1143;2018-08-19 13:41:03;1273;9;1.0;PARCELADO;1757.1200000000001
2150;2018-08-21 11:22:55;614;4;1.0;A VISTA;1523.73
2151;2018-08-21 11:22:55;427;1;2.0;A VISTA;1370.37
145;2018-08-21 16:04:53;928;11;1.0;PARCELADO;1830.1000000000001
1051;2018-08-22 09:01:29;756;12;4.0;A VISTA;69.2
2024;2018-08-22 13:35:40;1011;9;1.0;A VISTA;2968.23
2236;2018-08-25 13:56:25;1374;15;1.0;A VISTA;1724.3200000000002
2256;2018-08-26 10:19:31;490;15;4.0;A VISTA;811.47
2507;2018-08-26 15:35:09;1029;3;2.0;A VISTA;651.1
1439;2018-08-27 11:18:43;842;9;3.0;A VISTA;720.13
1383;2018-08-27 14:45:20;1210;16;3.0;A VISTA;583.12
938;2018-08-30 10:55:25;112;13;1.0;A VISTA;1187.1299999999999
224;2018-08-31 17:57:08;416;16;2.0;A VISTA;571.16
225;2018-08-31 17:57:08;102;1;1.0;PARCELADO;2161.98
528;2018-09-01 13:11:03;215;7;3.0;A VISTA;287.68
839;2018-09-01 15:08:18;248;6;4.0;A VISTA;905.6200000000001
1684;2018-09-02 11:57:27;171;5;3.0;A VISTA;673.62
1685;2018-09-02 11:57:27;330;1;2.0;A VISTA;1211.46
971;2018-09-02 12:08:11;616;5;2.0;A VISTA;1884.13
2076;2018-09-02 15:10:12;1316;12;2.0;PARCELADO;852.0699999999999
820;2018-09-03 13:15:02;772;0;3.0;A VISTA;377.6
2090;2018-09-03 17:39:55;1294;7;4.0;A VISTA;714.0899999999999
1781;2018-09-05 13:21:30;6;3;3.0;A VISTA;167.52
2303;2018-09-05 17:21:41;1245;11;2.0;A VISTA;425.82
2355;2018-09-06 09:27:12;27;7;3.0;A VISTA;83.56
299;2018-09-06 13:29:01;302;11;1.0;PARCELADO;977.71
2035;2018-09-07 09:52:33;646;8;1.0;A VISTA;1339.41
1791;2018-09-08 10:19:37;197;14;1.0;A VISTA;784.0899999999999
1775;2018-09-08 15:14:47;788;12;3.0;PARCELADO;289.82
1038;2018-09-10 15:26:44;1156;6;3.0;A VISTA;145.54999999999998
543;2018-09-10 17:00:43;821;11;4.0;A VISTA;1594.6000000000001
1844;2018-09-11 09:24:32;399;14;1.0;PARCELADO;1978.72
2386;2018-09-11 13:11:02;927;11;3.0;A VISTA;859.9300000000001
2529;2018-09-12 12:22:38;1195;15;1.0;PARCELADO;570.26
2261;2018-09-13 09:50:23;979;4;1.0;A VISTA;696.96
31;2018-09-13 14:37:41;76;6;3.0;A VISTA;72.29
2194;2018-09-13 16:44:55;702;16;1.0;A VISTA;720.52
1082;2018-09-13 16:56:18;552;6;4.0;A VISTA;511.85
2437;2018-09-14 11:29:51;308;8;1.0;PARCELADO;414.19
989;2018-09-14 15:07:54;581;14;4.0;A VISTA;181.17
386;2018-09-15 15:56:06;966;14;4.0;A VISTA;365.64
2091;2018-09-16 12:20:14;1325;7;4.0;A VISTA;2363.97
1695;2018-09-16 17:27:34;1380;11;2.0;A VISTA;1622.23
1052;2018-09-16 17:43:08;713;11;4.0;A VISTA;1658.06
1009;2018-09-17 09:00:49;759;4;1.0;A VISTA;633.06
1983;2018-09-17 09:43:42;36;3;2.0;A VISTA;2270.94
342;2018-09-17 11:27:29;244;2;1.0;A VISTA;2252.81
409;2018-09-22 11:05:56;1084;6;2.0;A VISTA;666.17
2134;2018-09-23 14:17:21;734;6;3.0;PARCELADO;49.59
1401;2018-09-24 16:13:55;322;3;1.0;A VISTA;1672.77
2473;2018-09-25 12:03:48;389;4;4.0;A VISTA;56.42
1587;2018-09-25 17:22:56;902;15;3.0;PARCELADO;1624.43
106;2018-09-27 09:12:46;470;9;4.0;A VISTA;1111.9099999999999
273;2018-09-27 13:53:28;1147;13;4.0;A VISTA;277.16
623;2018-09-28 10:15:16;38;0;2.0;A VISTA;1850.6599999999999
451;2018-09-28 11:53:44;824;6;4.0;A VISTA;255.67
1330;2018-09-28 16:29:06;1132;16;4.0;A VISTA;1211.08
544;2018-09-29 11:52:34;509;7;4.0;A VISTA;342.37
2361;2018-09-29 14:05:22;1046;11;4.0;PARCELADO;933.63
765;2018-10-01 15:38:05;231;15;4.0;PARCELADO;829.82
456;2018-10-02 13:35:27;791;16;2.0;PARCELADO;805.27
776;2018-10-03 14:34:26;1284;3;1.0;A VISTA;2343.95
2118;2018-10-05 10:14:00;1276;16;1.0;A VISTA;299.73
2484;2018-10-07 12:54:15;81;9;1.0;A VISTA;690.01
1632;2018-10-08 12:48:08;107;12;4.0;PARCELADO;1278.7
2272;2018-10-09 10:07:01;1222;2;1.0;A VISTA;268.52
1151;2018-10-09 12:49:00;855;14;1.0;A VISTA;1789.86
155;2018-10-09 16:12:15;118;10;4.0;PARCELADO;1320.9
770;2018-10-09 16:48:32;288;8;4.0;A VISTA;1525.3899999999999
803;2018-10-10 12:26:22;901;16;1.0;A VISTA;890.85
79;2018-10-10 16:34:17;1296;3;4.0;PARCELADO;670.47
308;2018-10-15 13:34:56;192;12;1.0;A VISTA;311.01
2192;2018-10-15 14:05:27;70;10;2.0;PARCELADO;109.52000000000001
391;2018-10-16 14:41:18;852;16;1.0;PARCELADO;1095.53
335;2018-10-16 15:34:08;539;11;3.0;PARCELADO;1455.1399999999999
2302;2018-10-18 14:01:38;575;16;4.0;A VISTA;3727.6099999999997
2252;2018-10-20 11:57:29;940;10;1.0;A VISTA;2167.27
1842;2018-10-21 17:17:39;657;0;1.0;A VISTA;551.8499999999999
1629;2018-10-22 12:04:07;1179;2;2.0;PARCELADO;20.59
2121;2018-10-22 13:27:02;830;9;1.0;A VISTA;200.83
2122;2018-10-22 13:27:02;800;1;1.0;A VISTA;214.2
583;2018-10-22 15:56:34;457;12;4.0;A VISTA;1467.3400000000001
1972;2018-10-24 09:13:03;28;3;4.0;A VISTA;736.43
411;2018-10-26 10:25:42;1002;9;1.0;A VISTA;742.62
280;2018-10-26 15:53:17;524;3;1.0;PARCELADO;751.58
1776;2018-10-27 09:11:07;1385;3;2.0;A VISTA;1697.78
1081;2018-10-30 12:11:13;751;2;3.0;PARCELADO;180.08
2204;2018-10-30 13:33:11;178;13;4.0;A VISTA;758.24
1437;2018-11-02 16:21:37;1160;5;4.0;PARCELADO;61.59
1057;2018-11-03 00:10:16;167;0;4.0;A VISTA;1173.29
912;2018-11-04 11:05:35;1046;5;2.0;A VISTA;1174.58
913;2018-11-04 11:05:35;707;1;2.0;A VISTA;610.79
2488;2018-11-04 15:44:17;250;2;1.0;A VISTA;2394.09
2489;2018-11-04 15:44:17;420;1;3.0;PARCELADO;637.6999999999999
564;2018-11-04 17:29:43;867;8;1.0;A VISTA;6.38
1066;2018-11-05 13:16:57;185;4;2.0;A VISTA;994.8699999999999
165;2018-11-07 15:06:27;327;16;4.0;A VISTA;246.92000000000002
166;2018-11-07 15:06:27;786;1;1.0;A VISTA;483.91
244;2018-11-08 13:33:33;1193;15;4.0;A VISTA;303.54
2064;2018-11-10 13:18:58;966;6;3.0;A VISTA;452.96
2065;2018-11-10 13:18:58;507;1;1.0;A VISTA;81.18
990;2018-11-11 17:40:21;1321;9;4.0;A VISTA;758.76
1772;2018-11-12 14:08:53;1333;8;1.0;A VISTA;2308.1
1196;2018-11-13 14:20:53;75;8;4.0;A VISTA;143.91
1973;2018-11-13 17:50:07;870;6;2.0;A VISTA;1967.7400000000002
29;2018-11-17 16:43:26;208;12;4.0;PARCELADO;1209.06
396;2018-11-18 10:05:00;384;9;1.0;A VISTA;353.97
532;2018-11-19 11:22:43;1013;14;2.0;PARCELADO;1205.2
477;2018-11-19 11:56:43;134;2;2.0;A VISTA;643.5899999999999
1005;2018-11-23 13:29:54;398;16;1.0;A VISTA;218.26
1897;2018-11-24 12:51:45;329;2;3.0;A VISTA;357.88
826;2018-11-25 11:42:19;857;14;2.0;PARCELADO;56.77
490;2018-11-26 09:56:08;417;6;3.0;A VISTA;1510.19
249;2018-11-27 09:15:58;820;12;1.0;A VISTA;1763.11
2368;2018-11-27 14:12:15;217;10;3.0;A VISTA;1091.6
500;2018-11-27 14:46:48;292;7;2.0;PARCELADO;28.71
2463;2018-11-27 15:16:01;97;13;2.0;A VISTA;600.55
1550;2018-11-28 13:03:23;407;3;2.0;A VISTA;553.48
653;2018-11-28 14:08:47;399;16;2.0;A VISTA;39.76
1992;2018-11-30 10:23:22;984;13;2.0;PARCELADO;236.05
834;2018-11-30 13:20:50;189;5;4.0;A VISTA;405.4200000000001
1666;2018-11-30 17:56:06;273;16;2.0;A VISTA;1926.36
1496;2018-12-01 12:29:46;292;15;2.0;A VISTA;995.0500000000001
1096;2018-12-03 05:39:48;1000;0;4.0;A VISTA;612.57
936;2018-12-03 14:16:54;597;14;4.0;A VISTA;1345.68
428;2018-12-03 16:06:55;1274;16;2.0;A VISTA;1166.5
2535;2018-12-04 13:47:58;436;14;2.0;A VISTA;697.5600000000001
2235;2018-12-04 17:27:36;772;16;4.0;A VISTA;909.89
294;2018-12-05 12:13:00;95;2;1.0;A VISTA;2501.11
1415;2018-12-06 16:14:48;122;0;1.0;PARCELADO;420.72999999999996
893;2018-12-06 17:10:45;154;15;3.0;A VISTA;1207.7
142;2018-12-07 12:08:29;811;7;3.0;A VISTA;353.93
757;2018-12-08 13:03:29;55;15;2.0;PARCELADO;285.97999999999996
1619;2018-12-08 16:44:32;457;9;3.0;PARCELADO;2309.69
2414;2018-12-09 09:48:57;502;5;1.0;A VISTA;1316.88
1903;2018-12-09 17:50:45;742;7;2.0;A VISTA;2089.98
1107;2018-12-11 07:55:37;249;0;2.0;PARCELADO;1661.1000000000001
303;2018-12-11 09:43:51;662;8;2.0;A VISTA;1581.95
1641;2018-12-11 12:23:31;384;12;2.0;A VISTA;1364.68
903;2018-12-12 12:36:30;812;6;4.0;A VISTA;159.17000000000002
491;2018-12-13 11:40:09;148;13;3.0;A VISTA;357.21
2500;2018-12-14 09:19:32;1148;4;4.0;A VISTA;914.14
568;2018-12-14 15:05:14;336;7;4.0;A VISTA;612.14
1214;2018-12-17 11:40:27;863;16;2.0;A VISTA;1129.0
2315;2018-12-18 12:44:15;842;3;3.0;A VISTA;2710.12
621;2018-12-21 14:43:33;778;10;1.0;A VISTA;1075.28
911;2018-12-22 12:38:57;449;8;1.0;A VISTA;2222.97
1225;2018-12-22 14:09:52;603;8;4.0;A VISTA;1428.35
1586;2018-12-22 17:30:29;492;9;4.0;A VISTA;1878.1499999999999
1483;2018-12-23 16:51:45;1156;2;4.0;PARCELADO;142.11
1227;2018-12-24 12:56:18;1018;9;2.0;A VISTA;526.2199999999999
894;2018-12-25 10:51:32;1021;4;2.0;PARCELADO;457.39000000000004
943;2018-12-25 12:37:58;952;5;1.0;A VISTA;516.61
1045;2018-12-26 11:40:49;853;8;3.0;PARCELADO;424.9
1846;2018-12-28 10:40:55;563;13;1.0;A VISTA;2054.15
1778;2018-12-29 14:13:22;1012;13;1.0;PARCELADO;785.34
1779;2018-12-29 14:13:22;472;1;4.0;A VISTA;1726.87
1755;2018-12-30 10:08:31;579;9;2.0;A VISTA;2181.03
2128;2018-12-31 16:47:32;1090;5;4.0;A VISTA;647.13
260;2019-01-01 12:21:27;934;8;2.0;A VISTA;447.25999999999993
256;2019-01-01 13:01:00;149;16;3.0;A VISTA;1288.24
1912;2019-01-02 03:38:42;1378;0;4.0;PARCELADO;480.39000000000004
1034;2019-01-02 11:45:00;771;4;1.0;A VISTA;382.96999999999997
1674;2019-01-02 17:30:49;527;14;1.0;PARCELADO;981.13
1278;2019-01-03 12:38:15;431;13;2.0;A VISTA;1283.3799999999999
2087;2019-01-04 04:02:20;1330;0;4.0;A VISTA;637.9
1501;2019-01-04 13:00:04;77;15;2.0;A VISTA;3189.26
19;2019-01-05 12:29:11;1007;14;3.0;A VISTA;511.14
222;2019-01-06 10:10:08;1027;9;3.0;A VISTA;1068.92
1447;2019-01-06 14:11:26;808;6;3.0;A VISTA;337.10999999999996
1454;2019-01-06 14:38:13;552;16;3.0;A VISTA;241.6
1554;2019-01-07 17:05:23;1234;0;1.0;A VISTA;2273.5899999999997
2183;2019-01-08 09:16:54;534;15;1.0;A VISTA;1938.55
1645;2019-01-09 10:16:34;611;9;4.0;A VISTA;763.2299999999999
747;2019-01-10 16:30:52;1139;3;2.0;A VISTA;1278.97
1663;2019-01-12 17:20:18;892;7;2.0;A VISTA;1788.81
2096;2019-01-14 15:42:23;1230;16;1.0;A VISTA;683.17
136;2019-01-14 16:02:48;828;8;2.0;PARCELADO;933.38
607;2019-01-16 00:23:58;443;0;4.0;A VISTA;8.88
2332;2019-01-16 10:37:12;844;9;2.0;A VISTA;52.14
347;2019-01-16 12:55:50;1381;12;3.0;A VISTA;743.63
1531;2019-01-17 10:53:54;846;14;1.0;A VISTA;279.26
2394;2019-01-18 13:19:37;769;2;4.0;A VISTA;349.99
2395;2019-01-18 13:19:37;769;1;1.0;A VISTA;494.62
2396;2019-01-18 13:19:37;340;1;3.0;A VISTA;334.68
2008;2019-01-20 16:08:28;80;16;3.0;A VISTA;1192.67
654;2019-01-21 13:08:51;1084;2;4.0;A VISTA;397.84999999999997
1191;2019-01-22 11:40:26;639;16;2.0;A VISTA;28.98
334;2019-01-22 15:33:19;903;12;3.0;A VISTA;327.4
646;2019-01-22 15:38:23;834;2;4.0;A VISTA;330.55
710;2019-01-22 16:37:24;691;7;4.0;A VISTA;9.690000000000001
711;2019-01-22 16:37:24;364;1;2.0;A VISTA;206.20999999999998
1241;2019-01-24 10:23:48;647;11;1.0;A VISTA;220.31
361;2019-01-24 13:04:35;337;14;3.0;PARCELADO;1267.21
1046;2019-01-25 17:33:23;13;14;2.0;A VISTA;1557.72
196;2019-01-26 12:20:18;1017;16;4.0;A VISTA;854.89
1902;2019-01-26 16:08:26;169;11;4.0;A VISTA;650.08
1952;2019-01-26 17:03:36;540;2;4.0;A VISTA;2345.93
1703;2019-01-27 16:08:26;1001;14;2.0;A VISTA;790.59
959;2019-01-28 11:00:02;472;7;4.0;A VISTA;1514.5900000000001
1918;2019-01-28 11:04:55;957;14;2.0;PARCELADO;1616.46
331;2019-01-28 11:37:42;1258;15;4.0;A VISTA;675.4
2165;2019-01-28 11:43:16;1274;9;3.0;A VISTA;530.61
756;2019-01-30 12:35:42;63;11;1.0;A VISTA;336.24
94;2019-01-30 15:08:13;524;9;3.0;A VISTA;776.35
1102;2019-01-30 16:29:16;403;14;4.0;A VISTA;602.89
1923;2019-01-31 16:36:58;130;2;1.0;A VISTA;1105.58
684;2019-02-01 14:26:49;671;4;2.0;A VISTA;962.4200000000001
