CODIGO_VENDA;CODIGO_PRODUTO;VALOR_UNITARIO;QUANTIDADE;VALOR_FINAL
598;21;7.08;8;56.64
598;30;30.41;4;121.64
598;33;42.33;1;42.33
598;38;27.68;7;193.76
598;45;27.19;5;135.95
598;65;1.65;6;9.9
598;73;2.13;8;17.04
598;80;1.77;8;14.16
599;2;93.42;1;93.42
599;26;8.74;2;17.48
599;35;20.77;6;124.62
599;36;67.25;1;67.25
599;48;70.05;9;630.45
599;53;81.67;7;571.69
599;71;3.69;4;14.76
599;86;1.2;7;8.4
600;20;8.39;7;58.73
600;73;3.62;1;3.62
600;85;1.99;5;9.95
601;25;8.96;6;53.76
601;65;1.16;2;2.32
601;74;5.7;1;5.7
601;91;1.88;2;3.76
602;69;4.99;1;4.99
603;57;26.37;5;131.85
603;66;4.41;4;17.64
604;23;71.89;1;71.89
604;31;43.22;8;345.76
604;57;29.25;4;117.0
604;81;4.33;8;34.64
605;7;64.0;2;128.0
605;11;116.86;6;701.16
605;24;68.14;8;545.12
605;40;19.58;4;78.32
605;67;1.89;4;7.56
605;70;4.52;2;9.04
605;73;4.86;1;4.86
605;90;5.86;2;11.72
606;6;7.12;9;64.08
606;7;37.06;9;333.54
606;15;7.14;9;64.26
606;31;42.94;9;386.46
606;32;60.94;5;304.7
606;44;17.75;6;106.5
606;65;2.71;9;24.39
606;77;2.85;5;14.25
606;88;4.09;5;20.45
607;10;102.88;1;102.88
607;38;29.07;4;116.28
607;40;18.76;6;112.56
607;65;2.37;8;18.96
607;68;4.44;1;4.44
607;76;1.9;1;1.9
607;84;3.03;2;6.06
607;87;4.88;7;34.16
608;45;19.39;4;77.56
608;56;80.42;5;402.1
608;67;1.52;8;12.16
609;32;65.24;1;65.24
609;33;42.04;9;378.36
609;52;73.08;3;219.24
609;62;2.09;8;16.72
609;64;3.63;6;21.78
609;72;3.52;3;10.56
609;82;4.51;9;40.59
609;85;3.66;5;18.3
610;8;7.0;6;42.0
610;26;6.82;4;27.28
610;28;49.18;9;442.62
610;36;50.36;3;151.08
610;44;24.46;1;24.46
610;56;33.78;8;270.24
610;64;2.94;8;23.52
610;73;5.26;4;21.04
610;83;2.13;5;10.65
611;22;8.72;6;52.32
611;37;57.43;2;114.86
611;67;3.2;6;19.2
612;66;1.07;6;6.42
612;87;3.11;3;9.33
613;17;70.14;3;210.42
613;32;59.17;8;473.36
613;33;72.61;7;508.27
613;48;41.22;5;206.1
613;66;3.4;4;13.6
613;72;2.45;6;14.7
613;73;1.32;7;9.24
613;87;5.91;1;5.91
614;24;48.91;1;48.91
614;37;41.56;6;249.36
615;49;39.65;7;277.55
615;63;4.01;5;20.05
615;85;5.46;5;27.3
615;87;5.04;5;25.2
616;38;15.42;6;92.52
616;40;19.88;1;19.88
616;41;62.7;2;125.4
616;44;17.46;1;17.46
616;58;15.59;2;31.18
616;63;1.96;6;11.76
616;64;2.92;4;11.68
616;75;2.04;9;18.36
616;80;2.73;1;2.73
616;86;2.93;2;5.86
617;23;78.77;4;315.08
617;69;5.78;8;46.24
617;72;4.57;7;31.99
617;73;3.7;4;14.8
617;89;4.89;4;19.56
618;8;8.84;8;70.72
618;31;76.83;7;537.81
618;70;5.77;5;28.85
619;50;41.6;8;332.8
620;47;44.47;2;88.94
621;51;63.12;9;568.08
621;67;4.7;4;18.8
621;73;4.65;6;27.9
622;14;144.61;6;867.66
622;28;56.93;8;455.44
622;65;1.99;1;1.99
622;67;5.05;6;30.3
622;91;2.18;1;2.18
623;4;150.18;6;901.08
623;9;8.66;8;69.28
623;21;6.34;1;6.34
623;33;51.1;2;102.2
623;48;48.77;1;48.77
623;54;32.83;1;32.83
623;58;23.08;1;23.08
623;72;1.28;1;1.28
624;8;8.41;2;16.82
624;11;138.89;5;694.45
624;19;142.23;5;711.15
624;26;6.29;7;44.03
624;34;69.89;6;419.34
624;71;4.52;4;18.08
624;74;5.09;3;15.27
624;90;2.47;1;2.47
625;12;9.23;8;73.84
625;18;8.01;4;32.04
625;36;72.72;6;436.32
625;39;18.16;6;108.96
625;42;52.41;3;157.23
625;43;41.14;7;287.98
625;75;2.01;4;8.04
626;20;8.95;3;26.85
626;47;48.08;3;144.24
626;53;53.57;1;53.57
626;60;2.69;9;24.21
626;75;3.56;1;3.56
626;76;5.54;3;16.62
627;13;98.8;9;889.2
627;33;69.91;5;349.55
627;68;1.4;9;12.6
627;70;2.03;6;12.18
627;89;2.4;8;19.2
628;36;41.59;6;249.54
628;39;16.93;3;50.79
628;40;19.96;8;159.68
628;68;4.32;4;17.28
628;84;4.49;4;17.96
628;89;2.19;2;4.38
629;29;59.56;7;416.92
629;34;71.88;2;143.76
629;37;54.64;6;327.84
629;51;74.21;2;148.42
629;54;47.42;4;189.68
629;59;4.53;8;36.24
630;6;7.58;2;15.16
630;12;8.04;4;32.16
630;18;6.0;3;18.0
630;24;93.24;4;372.96
630;25;9.79;9;88.11
630;29;35.0;5;175.0
630;37;43.65;1;43.65
630;41;43.08;8;344.64
631;24;49.02;7;343.14
631;27;103.44;1;103.44
631;47;33.71;3;101.13
631;56;57.0;9;513.0
631;68;5.73;6;34.38
631;78;1.5;4;6.0
631;80;1.29;3;3.87
631;86;1.28;3;3.84
631;88;3.49;5;17.45
632;4;174.42;7;1220.94
632;10;108.17;1;108.17
632;21;6.32;2;12.64
632;27;107.14;2;214.28
632;37;69.13;1;69.13
632;63;4.61;8;36.88
632;66;3.62;8;28.96
632;70;2.42;6;14.52
632;79;2.68;2;5.36
633;13;169.63;4;678.52
633;17;84.25;8;674.0
633;21;7.74;5;38.7
633;26;7.13;7;49.91
633;31;45.36;9;408.24
633;41;49.06;5;245.3
633;48;55.44;4;221.76
633;52;31.11;1;31.11
633;65;1.33;4;5.32
633;72;2.13;8;17.04
634;3;117.7;4;470.8
634;12;7.32;2;14.64
634;19;129.75;5;648.75
634;23;43.51;7;304.57
634;49;62.65;5;313.25
634;69;4.02;3;12.06
634;70;3.51;6;21.06
634;90;2.8;7;19.6
635;28;66.3;4;265.2
635;43;35.11;1;35.11
635;82;2.68;6;16.08
636;12;6.42;2;12.84
636;33;48.87;9;439.83
636;34;65.1;5;325.5
636;41;30.36;6;182.16
636;50;62.7;2;125.4
636;52;37.64;2;75.28
636;71;4.04;8;32.32
636;78;1.8;7;12.6
637;17;73.73;9;663.57
637;21;6.95;7;48.65
637;23;99.1;3;297.3
637;35;22.72;8;181.76
637;43;57.21;6;343.26
637;46;60.14;7;420.98
637;54;63.44;5;317.2
637;56;55.47;2;110.94
637;59;3.59;5;17.95
637;76;4.65;4;18.6
638;36;76.55;6;459.3
638;79;4.3;7;30.1
639;1;71.3;6;427.8
639;6;7.42;4;29.68
639;43;49.8;8;398.4
639;67;1.16;3;3.48
639;76;3.85;8;30.8
639;89;4.23;9;38.07
640;12;7.79;3;23.37
640;33;33.44;2;66.88
640;40;22.06;5;110.3
640;47;56.99;3;170.97
640;71;4.79;6;28.74
641;19;158.63;2;317.26
641;22;9.72;7;68.04
641;44;22.37;8;178.96
641;67;3.97;6;23.82
642;4;151.15;5;755.75
642;24;45.4;8;363.2
642;41;32.85;4;131.4
642;49;50.0;3;150.0
642;64;5.25;2;10.5
642;78;4.87;9;43.83
643;14;128.67;4;514.68
643;19;128.29;2;256.58
643;43;46.17;3;138.51
644;8;6.87;2;13.74
644;22;7.13;3;21.39
644;29;33.36;4;133.44
644;37;43.83;7;306.81
644;38;18.82;4;75.28
644;72;4.2;4;16.8
645;18;6.49;4;25.96
645;26;7.39;1;7.39
645;28;40.75;9;366.75
645;29;58.35;3;175.05
645;40;29.8;8;238.4
645;63;4.61;1;4.61
645;77;4.97;1;4.97
646;4;129.61;2;259.22
646;12;8.51;3;25.53
646;14;127.89;4;511.56
646;26;6.7;7;46.9
646;27;112.22;4;448.88
646;37;60.11;6;360.66
646;55;53.2;9;478.8
646;71;4.58;4;18.32
646;75;2.52;7;17.64
646;77;2.97;2;5.94
647;7;41.06;8;328.48
647;11;165.69;8;1325.52
647;17;80.41;9;723.69
647;59;4.75;7;33.25
647;60;3.89;6;23.34
647;70;2.91;6;17.46
647;87;2.31;1;2.31
647;89;2.51;8;20.08
648;19;153.66;1;153.66
648;42;48.65;6;291.9
648;52;32.84;9;295.56
648;59;5.4;9;48.6
648;64;2.05;1;2.05
649;39;17.14;3;51.42
649;43;41.64;7;291.48
649;55;41.13;7;287.91
649;65;2.41;5;12.05
649;67;3.93;7;27.51
649;70;2.72;3;8.16
650;7;77.56;9;698.04
650;20;9.52;2;19.04
650;31;85.42;5;427.1
650;33;55.69;5;278.45
650;50;45.13;5;225.65
650;61;2.31;1;2.31
650;67;4.23;6;25.38
650;72;5.58;9;50.22
651;8;6.32;8;50.56
651;21;9.77;6;58.62
651;23;71.07;8;568.56
651;31;34.25;8;274.0
651;40;23.62;7;165.34
651;44;19.04;8;152.32
651;56;65.28;5;326.4
651;75;1.16;6;6.96
651;84;2.75;3;8.25
651;89;5.9;4;23.6
652;48;35.83;7;250.81
652;49;55.29;8;442.32
653;8;7.23;7;50.61
653;16;87.36;7;611.52
653;63;3.51;5;17.55
653;75;1.11;1;1.11
653;76;3.03;3;9.09
653;90;3.97;9;35.73
654;4;157.48;2;314.96
654;8;6.66;6;39.96
654;22;6.55;2;13.1
654;33;38.62;8;308.96
654;42;46.12;9;415.08
654;75;3.51;6;21.06
655;19;132.21;8;1057.68
655;34;41.43;2;82.86
655;36;61.95;8;495.6
655;46;40.77;2;81.54
655;55;37.88;8;303.04
655;56;54.91;4;219.64
655;62;2.54;2;5.08
655;64;2.09;4;8.36
656;9;6.42;6;38.52
656;72;3.25;6;19.5
657;1;55.73;8;445.84
657;7;89.54;4;358.16
657;16;89.92;2;179.84
657;51;43.28;1;43.28
657;61;5.44;1;5.44
657;76;4.62;3;13.86
657;79;4.41;3;13.23
657;89;5.19;8;41.52
658;6;7.02;8;56.16
658;12;6.66;4;26.64
658;47;65.07;3;195.21
658;49;67.88;2;135.76
658;53;32.13;8;257.04
658;61;3.51;4;14.04
658;76;2.15;3;6.45
658;77;5.68;8;45.44
658;78;5.81;4;23.24
658;89;2.18;4;8.72
659;12;7.14;9;64.26
659;21;7.71;4;30.84
659;23;93.09;2;186.18
659;37;47.42;6;284.52
659;46;38.45;1;38.45
659;64;1.48;5;7.4
659;67;2.17;7;15.19
659;79;2.61;1;2.61
659;81;4.18;1;4.18
660;60;1.62;2;3.24
661;1;82.72;1;82.72
661;21;9.52;1;9.52
661;24;99.31;6;595.86
661;30;78.74;3;236.22
661;31;83.05;1;83.05
661;36;31.15;6;186.9
661;55;73.56;6;441.36
661;83;3.39;5;16.95
662;88;3.8;3;11.4
663;2;79.1;7;553.7
663;3;151.94;2;303.88
663;35;20.01;9;180.09
663;79;2.05;5;10.25
664;16;92.22;9;829.98
664;35;15.61;1;15.61
664;40;18.46;7;129.22
664;41;63.11;1;63.11
664;46;45.76;8;366.08
664;73;2.06;3;6.18
665;6;8.63;3;25.89
665;9;6.93;2;13.86
665;14;149.9;5;749.5
665;28;73.47;5;367.35
665;57;24.67;9;222.03
665;87;5.64;5;28.2
666;10;110.25;8;882.0
666;15;8.64;9;77.76
666;27;114.42;9;1029.78
666;39;22.93;4;91.72
666;56;65.19;8;521.52
666;68;2.92;9;26.28
667;7;66.43;3;199.29
667;17;99.55;5;497.75
667;30;74.44;4;297.76
667;86;1.14;7;7.98
668;7;79.85;6;479.1
668;8;7.01;9;63.09
668;21;6.36;1;6.36
668;24;64.24;5;321.2
668;52;31.21;8;249.68
668;75;4.43;5;22.15
669;6;8.19;1;8.19
669;24;48.69;1;48.69
669;79;4.91;1;4.91
669;87;3.2;9;28.8
670;3;110.92;7;776.44
670;21;9.11;8;72.88
670;32;62.33;1;62.33
670;43;39.2;8;313.6
670;44;19.58;4;78.32
670;52;64.4;7;450.8
670;59;2.25;2;4.5
670;80;5.74;7;40.18
670;84;3.25;1;3.25
670;91;2.99;1;2.99
671;31;64.03;7;448.21
671;39;26.0;5;130.0
671;44;16.43;5;82.15
671;46;30.35;2;60.7
671;80;2.69;2;5.38
672;19;136.47;4;545.88
672;33;63.92;7;447.44
672;39;25.56;4;102.24
672;44;15.96;6;95.76
672;50;62.48;6;374.88
672;62;3.69;7;25.83
672;68;4.7;3;14.1
672;78;5.06;6;30.36
673;19;154.16;4;616.64
673;57;28.11;7;196.77
673;58;19.87;3;59.61
673;87;1.43;8;11.44
674;1;92.21;9;829.89
674;16;93.41;1;93.41
674;32;36.02;8;288.16
674;41;66.57;6;399.42
674;42;73.41;5;367.05
674;65;1.49;5;7.45
674;71;2.12;1;2.12
674;72;5.53;8;44.24
674;87;2.17;3;6.51
674;89;2.43;9;21.87
675;21;7.79;2;15.58
675;39;23.03;3;69.09
675;45;28.99;3;86.97
675;53;50.85;8;406.8
676;3;107.21;8;857.68
676;17;71.52;1;71.52
676;20;7.06;2;14.12
676;35;22.65;2;45.3
676;43;53.13;9;478.17
676;48;57.17;2;114.34
676;61;2.9;8;23.2
676;64;1.35;5;6.75
676;86;5.62;3;16.86
676;87;2.8;9;25.2
677;1;72.5;6;435.0
677;6;7.46;6;44.76
677;17;71.47;5;357.35
677;26;7.95;9;71.55
677;38;22.56;5;112.8
677;49;50.97;5;254.85
677;66;1.63;2;3.26
677;83;1.66;1;1.66
677;89;4.74;3;14.22
678;19;130.25;1;130.25
678;20;9.2;1;9.2
678;28;49.12;3;147.36
678;48;34.8;8;278.4
678;49;67.13;2;134.26
678;65;2.79;5;13.95
678;80;1.6;3;4.8
678;88;2.53;3;7.59
679;1;62.87;4;251.48
679;5;6.16;8;49.28
679;13;93.12;2;186.24
679;20;6.86;9;61.74
679;32;84.34;1;84.34
679;52;72.7;3;218.1
679;90;4.94;8;39.52
679;91;2.11;1;2.11
680;46;42.97;9;386.73
680;83;4.86;4;19.44
680;87;3.87;7;27.09
680;88;3.17;2;6.34
681;5;7.89;4;31.56
681;10;119.46;9;1075.14
681;15;7.72;3;23.16
681;16;81.52;7;570.64
681;41;43.43;1;43.43
681;52;54.96;1;54.96
681;53;31.74;8;253.92
681;67;1.2;6;7.2
681;68;3.03;3;9.09
681;91;2.04;4;8.16
682;13;109.58;4;438.32
683;3;148.09;7;1036.63
683;11;99.39;3;298.17
683;31;81.47;9;733.23
683;32;83.03;8;664.24
683;87;2.28;7;15.96
684;22;7.03;3;21.09
685;21;7.55;9;67.95
685;28;55.48;2;110.96
685;35;23.55;6;141.3
685;47;50.35;4;201.4
685;48;72.71;1;72.71
685;71;4.6;5;23.0
685;87;2.1;2;4.2
685;90;2.77;1;2.77
686;17;78.98;5;394.9
686;19;132.12;2;264.24
686;29;65.02;9;585.18
686;49;85.87;2;171.74
686;52;65.47;9;589.23
686;66;2.27;2;4.54
686;67;3.06;6;18.36
686;68;5.08;7;35.56
687;1;94.41;1;94.41
687;7;69.8;5;349.0
687;11;167.7;4;670.8
687;18;7.39;6;44.34
687;27;99.31;7;695.17
687;38;15.05;9;135.45
687;40;26.76;6;160.56
687;50;68.97;2;137.94
687;79;2.57;7;17.99
687;80;2.87;9;25.83
688;3;152.33;1;152.33
688;48;48.45;2;96.9
688;80;5.57;1;5.57
689;35;21.93;8;175.44
689;61;4.62;7;32.34
689;77;5.24;2;10.48
690;10;111.05;1;111.05
690;14;165.58;7;1159.06
690;15;6.71;3;20.13
690;30;53.67;5;268.35
690;34;73.21;5;366.05
690;40;26.41;3;79.23
690;67;4.68;4;18.72
690;70;5.22;1;5.22
690;74;2.93;4;11.72
690;87;4.03;8;32.24
691;4;108.31;5;541.55
691;36;62.67;7;438.69
691;52;47.52;6;285.12
692;1;74.94;7;524.58
692;8;6.23;1;6.23
692;15;6.09;7;42.63
692;25;6.84;3;20.52
692;30;40.5;9;364.5
692;34;44.16;7;309.12
692;35;15.16;1;15.16
692;83;2.02;3;6.06
692;89;3.76;3;11.28
692;90;1.12;3;3.36
693;32;43.96;9;395.64
693;39;19.98;6;119.88
693;44;24.6;2;49.2
693;49;49.4;8;395.2
693;58;21.17;9;190.53
693;67;2.92;4;11.68
693;69;3.81;1;3.81
693;80;5.55;3;16.65
693;81;2.53;8;20.24
693;85;1.76;9;15.84
694;6;6.78;4;27.12
694;13;162.75;1;162.75
694;18;7.41;9;66.69
694;32;75.91;6;455.46
694;36;84.96;5;424.8
694;37;39.7;9;357.3
694;57;25.95;6;155.7
694;73;3.24;1;3.24
694;76;2.45;9;22.05
694;77;2.88;4;11.52
695;56;34.71;3;104.13
695;63;4.27;3;12.81
695;82;5.43;9;48.87
695;84;2.05;7;14.35
695;89;4.73;5;23.65
695;90;3.34;9;30.06
696;16;89.76;6;538.56
696;33;66.37;7;464.59
696;85;4.8;3;14.4
696;91;2.58;3;7.74
697;11;154.24;3;462.72
697;23;52.04;4;208.16
697;33;63.19;9;568.71
697;48;63.27;8;506.16
697;63;5.83;7;40.81
697;74;2.54;4;10.16
697;83;5.42;1;5.42
697;89;4.66;7;32.62
698;6;8.79;3;26.37
698;14;165.42;8;1323.36
698;35;22.93;5;114.65
698;43;40.15;8;321.2
698;45;23.14;4;92.56
698;54;42.72;5;213.6
698;69;3.35;6;20.1
698;84;1.07;1;1.07
698;91;5.5;2;11.0
699;60;1.88;9;16.92
699;73;2.14;3;6.42
700;8;7.31;2;14.62
700;14;108.36;4;433.44
700;31;82.9;2;165.8
700;40;29.08;5;145.4
700;42;45.55;5;227.75
700;70;2.05;1;2.05
700;71;3.39;8;27.12
700;75;1.82;3;5.46
700;88;3.31;2;6.62
701;36;44.18;3;132.54
701;44;29.68;7;207.76
701;73;5.98;5;29.9
701;79;1.01;4;4.04
702;1;77.85;9;700.65
702;21;7.89;8;63.12
702;35;20.64;7;144.48
702;49;43.19;4;172.76
702;89;1.06;3;3.18
703;11;104.5;4;418.0
703;21;8.21;8;65.68
703;25;7.32;1;7.32
703;37;67.85;7;474.95
703;44;24.32;9;218.88
703;59;2.65;8;21.2
703;87;5.66;5;28.3
704;1;51.03;7;357.21
704;25;8.03;5;40.15
704;27;115.61;1;115.61
704;58;26.76;8;214.08
704;62;3.93;2;7.86
704;68;4.06;2;8.12
704;71;5.81;9;52.29
704;78;3.19;4;12.76
704;87;2.48;4;9.92
705;60;5.95;1;5.95
705;67;1.48;5;7.4
705;68;3.86;1;3.86
706;3;162.77;3;488.31
706;6;7.83;2;15.66
706;16;87.77;7;614.39
706;24;36.2;2;72.4
706;33;73.54;5;367.7
706;41;46.49;9;418.41
706;46;37.1;8;296.8
706;59;2.05;4;8.2
706;87;3.3;2;6.6
707;13;118.24;7;827.68
707;28;43.49;1;43.49
707;45;26.03;1;26.03
707;63;4.09;3;12.27
707;77;5.45;6;32.7
707;88;5.8;4;23.2
708;3;129.01;5;645.05
708;9;9.47;4;37.88
708;28;70.75;8;566.0
708;34;66.59;7;466.13
709;5;8.05;4;32.2
709;39;20.35;6;122.1
709;88;3.03;6;18.18
710;2;85.55;2;171.1
710;5;9.6;3;28.8
710;16;84.48;8;675.84
710;19;119.33;9;1073.97
710;20;8.52;2;17.04
710;40;20.22;3;60.66
710;51;57.36;4;229.44
710;64;4.36;7;30.52
710;78;5.22;3;15.66
711;16;81.41;5;407.05
711;44;28.94;4;115.76
711;64;5.73;4;22.92
711;83;4.08;8;32.64
712;21;9.36;2;18.72
712;25;6.55;9;58.95
712;31;51.16;3;153.48
712;47;65.27;4;261.08
712;57;16.8;1;16.8
712;58;26.07;6;156.42
712;72;5.89;1;5.89
712;75;3.23;8;25.84
712;89;3.89;8;31.12
713;18;8.51;4;34.04
713;19;143.37;8;1146.96
713;21;8.61;8;68.88
713;31;52.56;7;367.92
713;34;58.28;3;174.84
713;39;19.73;9;177.57
713;47;56.63;7;396.41
713;55;84.8;6;508.8
713;83;4.46;4;17.84
714;3;101.95;2;203.9
714;7;61.58;9;554.22
714;35;21.88;2;43.76
715;35;26.75;2;53.5
715;49;41.43;1;41.43
715;56;74.7;6;448.2
715;64;1.0;6;6.0
715;71;4.67;6;28.02
715;79;3.53;1;3.53
715;80;4.0;4;16.0
716;7;47.26;3;141.78
716;45;29.59;9;266.31
716;61;4.66;5;23.3
716;67;5.79;5;28.95
716;77;2.53;8;20.24
717;7;41.31;5;206.55
717;69;3.5;7;24.5
718;36;67.12;2;134.24
718;54;71.36;4;285.44
718;65;2.17;2;4.34
718;86;2.36;9;21.24
719;19;131.17;6;787.02
719;20;7.47;9;67.23
719;27;107.86;5;539.3
719;69;2.53;3;7.59
719;74;1.63;9;14.67
719;77;3.46;5;17.3
719;87;2.38;7;16.66
720;19;141.1;5;705.5
721;4;135.17;4;540.68
721;32;32.38;2;64.76
721;39;18.21;3;54.63
721;51;57.35;8;458.8
721;85;2.84;9;25.56
722;58;16.98;6;101.88
723;5;7.88;1;7.88
723;9;6.52;6;39.12
723;21;7.14;6;42.84
723;65;4.05;9;36.45
724;13;162.5;2;325.0
724;16;83.28;2;166.56
724;35;25.87;1;25.87
724;38;16.68;5;83.4
724;53;76.76;6;460.56
724;56;56.76;5;283.8
724;83;5.91;2;11.82
724;88;4.29;5;21.45
724;90;5.98;2;11.96
725;2;76.19;9;685.71
725;18;6.19;6;37.14
725;28;52.11;7;364.77
725;58;27.18;6;163.08
725;72;2.18;1;2.18
725;81;2.58;4;10.32
725;85;2.63;3;7.89
725;86;5.02;2;10.04
726;12;6.09;9;54.81
726;34;33.82;7;236.74
726;57;22.29;1;22.29
726;59;3.48;9;31.32
726;66;1.72;2;3.44
726;78;5.26;1;5.26
726;80;4.03;2;8.06
726;84;2.83;8;22.64
727;18;8.43;6;50.58
727;46;57.48;7;402.36
728;8;9.61;2;19.22
728;47;73.25;2;146.5
729;2;97.79;7;684.53
729;17;84.43;8;675.44
729;18;7.91;8;63.28
729;32;54.16;9;487.44
729;53;43.49;7;304.43
729;64;4.41;8;35.28
729;69;2.22;9;19.98
729;75;5.25;1;5.25
729;81;4.98;7;34.86
729;82;3.92;2;7.84
730;17;87.05;3;261.15
730;25;9.31;7;65.17
731;7;36.92;4;147.68
731;9;6.11;5;30.55
731;24;86.46;6;518.76
731;65;4.16;1;4.16
731;89;4.78;5;23.9
732;5;8.47;2;16.94
732;29;44.28;5;221.4
732;73;2.97;4;11.88
733;39;22.19;8;177.52
734;2;93.6;6;561.6
734;6;7.59;5;37.95
734;11;111.45;1;111.45
734;14;164.98;9;1484.82
734;64;5.9;8;47.2
735;16;76.53;3;229.59
735;18;7.98;5;39.9
735;23;51.46;1;51.46
735;31;76.88;7;538.16
735;51;74.24;8;593.92
735;55;31.09;9;279.81
735;56;41.59;7;291.13
735;72;2.9;5;14.5
736;18;7.83;6;46.98
736;49;46.36;3;139.08
737;48;65.6;7;459.2
738;9;6.39;1;6.39
738;14;131.93;1;131.93
738;35;23.37;6;140.22
738;51;62.54;5;312.7
738;63;1.08;6;6.48
738;66;3.18;9;28.62
739;7;51.09;9;459.81
739;30;58.2;6;349.2
739;38;27.01;2;54.02
739;40;26.11;1;26.11
739;43;55.32;8;442.56
739;53;43.45;4;173.8
739;66;3.86;2;7.72
739;78;1.98;8;15.84
739;84;2.05;9;18.45
740;3;166.23;6;997.38
740;67;3.79;8;30.32
740;84;4.33;8;34.64
740;88;1.28;7;8.96
741;4;99.34;4;397.36
741;22;8.13;8;65.04
741;25;6.05;9;54.45
741;72;5.57;4;22.28
741;86;5.77;3;17.31
741;90;2.47;2;4.94
741;91;4.08;7;28.56
742;2;88.08;6;528.48
742;22;9.33;7;65.31
742;39;16.92;9;152.28
742;42;42.71;8;341.68
742;49;54.24;2;108.48
742;55;63.93;5;319.65
742;58;27.92;4;111.68
742;66;4.27;4;17.08
742;71;3.54;4;14.16
742;78;3.81;6;22.86
743;21;8.14;8;65.12
743;34;64.06;4;256.24
743;41;34.34;7;240.38
743;42;74.18;4;296.72
743;46;43.78;4;175.12
743;47;32.64;4;130.56
743;72;2.47;4;9.88
743;78;4.1;3;12.3
743;80;1.65;6;9.9
744;16;73.68;8;589.44
744;25;6.8;9;61.2
744;55;75.87;4;303.48
744;78;4.72;2;9.44
745;29;45.29;7;317.03
745;82;1.86;1;1.86
746;4;172.67;5;863.35
746;32;74.64;7;522.48
746;53;78.86;2;157.72
746;76;1.52;8;12.16
746;89;4.44;1;4.44
747;53;39.79;5;198.95
747;56;73.85;4;295.4
748;8;8.33;2;16.66
748;16;85.77;4;343.08
748;42;66.17;9;595.53
748;45;24.3;1;24.3
748;60;4.96;8;39.68
748;68;4.56;9;41.04
748;86;4.54;5;22.7
749;4;140.43;1;140.43
749;8;7.61;1;7.61
749;48;60.66;7;424.62
749;56;37.38;4;149.52
749;60;2.18;1;2.18
750;14;106.37;2;212.74
750;38;25.91;2;51.82
750;39;20.99;3;62.97
750;84;2.75;1;2.75
750;85;4.92;9;44.28
750;91;2.49;9;22.41
751;83;5.06;9;45.54
752;6;7.76;6;46.56
752;33;64.61;5;323.05
752;42;51.51;3;154.53
752;51;47.69;2;95.38
752;71;5.32;4;21.28
753;2;79.37;1;79.37
753;24;80.26;2;160.52
753;29;46.14;2;92.28
753;66;5.42;8;43.36
753;84;4.14;5;20.7
754;7;61.23;8;489.84
754;24;87.02;7;609.14
754;29;51.52;9;463.68
754;51;58.86;6;353.16
754;69;4.8;6;28.8
754;73;1.79;8;14.32
754;77;3.85;2;7.7
754;89;3.64;7;25.48
755;17;70.51;3;211.53
755;23;82.01;4;328.04
755;50;66.15;7;463.05
755;53;41.37;2;82.74
755;68;2.22;5;11.1
755;87;3.75;5;18.75
755;88;3.25;2;6.5
755;90;4.28;3;12.84
756;36;63.21;3;189.63
756;42;51.44;3;154.32
756;91;2.14;4;8.56
757;16;84.21;5;421.05
757;48;32.08;7;224.56
757;59;5.34;2;10.68
757;80;3.65;2;7.3
757;82;4.91;4;19.64
757;83;4.07;7;28.49
758;21;6.3;5;31.5
758;25;6.08;9;54.72
758;36;64.49;6;386.94
758;38;18.43;8;147.44
758;70;1.57;2;3.14
758;88;2.19;8;17.52
758;91;5.35;6;32.1
759;21;8.37;3;25.11
759;29;40.62;2;81.24
759;33;71.94;8;575.52
759;51;54.24;4;216.96
759;55;55.01;9;495.09
759;79;2.71;8;21.68
759;89;1.81;7;12.67
760;3;144.04;8;1152.32
760;15;8.89;2;17.78
760;34;31.41;5;157.05
760;44;26.33;5;131.65
760;45;16.13;2;32.26
760;49;55.94;4;223.76
760;65;3.68;8;29.44
760;67;4.37;4;17.48
760;76;4.98;2;9.96
760;82;1.59;6;9.54
761;12;9.77;6;58.62
761;14;144.19;8;1153.52
761;23;70.28;5;351.4
761;42;62.7;7;438.9
761;63;1.1;7;7.7
761;71;3.16;6;18.96
761;75;4.1;6;24.6
762;81;4.48;5;22.4
762;91;4.06;4;16.24
763;11;138.26;3;414.78
763;17;88.3;7;618.1
763;49;74.35;6;446.1
764;5;8.42;8;67.36
764;18;6.06;5;30.3
764;23;47.61;7;333.27
764;29;69.75;1;69.75
764;38;26.16;9;235.44
764;56;78.25;1;78.25
764;74;4.65;2;9.3
765;16;81.17;9;730.53
765;20;7.11;7;49.77
765;29;37.1;5;185.5
765;34;39.99;1;39.99
765;51;31.0;6;186.0
765;62;3.74;4;14.96
765;64;1.89;7;13.23
765;82;3.08;1;3.08
765;86;3.32;1;3.32
766;12;8.67;4;34.68
766;23;52.34;9;471.06
766;26;6.96;9;62.64
766;42;45.47;3;136.41
766;43;71.32;3;213.96
766;58;23.28;1;23.28
767;42;43.07;5;215.35
767;84;4.57;3;13.71
768;31;82.52;8;660.16
768;38;29.27;1;29.27
768;47;55.19;6;331.14
768;50;72.55;3;217.65
768;51;71.01;6;426.06
768;54;63.11;8;504.88
768;74;2.96;3;8.88
769;9;9.0;5;45.0
769;43;73.71;2;147.42
769;71;1.0;5;5.0
770;43;72.88;4;291.52
