CODIGO_VENDA;DATA_VENDA;CODIGO_CLIENTE;CODIGO_VENDEDOR;CODIGO_LOJA;FORMA_PAGAMENTO;TIPO_PAGAMENTO;VALOR_FINAL
10858;2018-10-06 14:29:53;339;19;1;2.0;A VISTA;341.31
2326;2018-10-06 15:40:48;81;20;4;1.0;A VISTA;1615.15
2950;2018-10-06 16:38:50;892;10;4;4.0;A VISTA;3225.57
12841;2018-10-06 20:29:07;1001;18;1;3.0;A VISTA;1182.5
4956;2018-10-07 03:23:44;866;25;1;1.0;A VISTA;62.230000000000004
4587;2018-10-07 03:49:20;1351;16;1;2.0;A VISTA;880.81
6769;2018-10-07 12:11:11;1010;3;4;4.0;A VISTA;89.96
9072;2018-10-07 13:02:41;990;8;2;2.0;A VISTA;1355.25
3936;2018-10-07 14:16:33;567;38;4;2.0;A VISTA;2066.45
14935;2018-10-07 17:34:36;423;17;2;3.0;A VISTA;886.21
4556;2018-10-07 19:12:44;345;4;1;4.0;A VISTA;4.22
14961;2018-10-08 13:30:24;802;15;1;3.0;A VISTA;1407.76
15001;2018-10-08 15:39:37;1087;29;3;1.0;A VISTA;1128.83
9631;2018-10-08 17:43:29;1067;24;3;4.0;A VISTA;1752.0500000000002
13919;2018-10-09 09:48:09;1297;23;2;3.0;A VISTA;651.18
9694;2018-10-09 09:58:44;1350;6;2;1.0;A VISTA;270.65
7430;2018-10-09 10:10:49;785;27;3;3.0;A VISTA;843.6899999999999
230;2018-10-09 10:25:27;895;33;4;1.0;A VISTA;478.24
1372;2018-10-09 11:30:18;1214;33;3;1.0;A VISTA;1293.82
12176;2018-10-09 14:00:43;534;11;3;3.0;A VISTA;946.6600000000001
14683;2018-10-09 14:13:55;404;13;3;2.0;A VISTA;85.59
7763;2018-10-09 16:07:23;410;35;2;3.0;A VISTA;1617.75
3711;2018-10-09 16:55:43;393;35;2;2.0;A VISTA;1746.89
10205;2018-10-10 04:13:02;1227;22;1;1.0;A VISTA;1569.22
9957;2018-10-10 06:46:24;1267;4;1;1.0;A VISTA;1374.48
1627;2018-10-10 09:43:44;1067;16;3;4.0;A VISTA;163.46
11927;2018-10-10 10:21:09;314;9;2;3.0;A VISTA;124.12
2034;2018-10-10 12:55:32;553;30;4;3.0;A VISTA;828.1
11978;2018-10-10 15:33:58;1154;20;3;3.0;A VISTA;1073.53
6916;2018-10-10 16:34:26;921;9;4;1.0;A VISTA;330.90999999999997
4683;2018-10-10 20:50:22;453;21;1;1.0;A VISTA;384.68
9455;2018-10-11 02:36:25;974;29;1;3.0;A VISTA;813.6700000000001
13368;2018-10-11 10:56:52;805;15;2;2.0;A VISTA;140.09
2395;2018-10-11 13:18:11;872;36;4;4.0;A VISTA;543.83
11507;2018-10-11 16:49:42;41;25;1;1.0;A VISTA;407.91999999999996
6429;2018-10-11 17:23:42;215;27;2;4.0;A VISTA;1718.5
11614;2018-10-11 17:33:38;749;28;3;1.0;A VISTA;1174.93
11876;2018-10-12 04:54:47;405;28;1;1.0;A VISTA;1405.06
15177;2018-10-12 13:32:49;1062;6;4;4.0;A VISTA;567.2
13791;2018-10-12 20:33:06;620;6;1;2.0;A VISTA;500.90999999999997
8492;2018-10-13 03:27:50;652;29;1;4.0;A VISTA;2077.78
12461;2018-10-13 14:05:58;1063;20;3;4.0;A VISTA;1495.7399999999998
4608;2018-10-13 14:36:50;226;37;2;4.0;A VISTA;2590.49
7119;2018-10-13 14:43:31;1128;39;3;2.0;A VISTA;787.6600000000001
5722;2018-10-13 15:48:31;210;23;4;1.0;A VISTA;549.31
12912;2018-10-13 20:51:17;857;32;1;3.0;A VISTA;1949.01
6390;2018-10-13 22:47:12;135;6;1;4.0;A VISTA;1146.45
9769;2018-10-14 09:55:39;619;23;2;2.0;A VISTA;1064.48
13204;2018-10-14 11:14:55;1079;6;3;1.0;A VISTA;1116.09
11117;2018-10-14 12:03:15;1344;15;2;3.0;A VISTA;1283.08
9918;2018-10-14 15:04:39;298;27;3;1.0;A VISTA;1191.06
11387;2018-10-14 17:54:46;23;19;4;3.0;A VISTA;1502.69
13246;2018-10-15 09:28:16;90;11;1;3.0;A VISTA;805.95
13382;2018-10-15 14:43:56;983;31;4;3.0;A VISTA;1534.25
14595;2018-10-15 16:55:50;832;30;2;3.0;A VISTA;1665.75
3721;2018-10-15 17:08:33;964;35;3;3.0;A VISTA;1699.29
10648;2018-10-15 17:12:55;845;5;4;3.0;A VISTA;12.92
9943;2018-10-15 17:51:30;335;35;4;1.0;A VISTA;755.99
9076;2018-10-16 08:49:41;96;31;1;1.0;A VISTA;674.29
9756;2018-10-16 10:35:29;488;15;3;3.0;A VISTA;1603.95
9997;2018-10-16 11:14:57;872;23;2;4.0;A VISTA;318.75
7948;2018-10-16 11:23:49;213;4;3;3.0;A VISTA;471.92
13328;2018-10-16 12:43:20;288;27;2;3.0;A VISTA;538.26
12067;2018-10-16 14:02:12;443;21;3;2.0;A VISTA;2870.42
3560;2018-10-16 15:42:20;267;28;4;3.0;A VISTA;652.56
5338;2018-10-16 16:36:19;1077;2;3;4.0;A VISTA;2524.99
1999;2018-10-16 17:04:18;126;25;2;3.0;A VISTA;1223.5900000000001
2721;2018-10-17 18:55:28;1186;24;1;4.0;A VISTA;294.25
11604;2018-10-18 06:43:20;679;36;1;1.0;A VISTA;1333.1599999999999
763;2018-10-18 11:39:14;462;1;3;4.0;A VISTA;1478.98
2532;2018-10-18 13:15:23;396;34;4;2.0;A VISTA;1554.5
8451;2018-10-18 13:16:56;1095;4;2;2.0;A VISTA;1411.09
13243;2018-10-18 17:10:24;98;3;4;4.0;A VISTA;1137.05
14750;2018-10-18 20:46:49;1263;28;1;3.0;A VISTA;1171.97
6899;2018-10-19 05:39:59;361;18;1;1.0;A VISTA;2466.15
13353;2018-10-19 09:18:14;79;11;2;3.0;A VISTA;1013.73
1874;2018-10-19 09:21:34;262;7;4;1.0;A VISTA;279.25
5558;2018-10-19 12:21:14;158;14;4;4.0;A VISTA;1140.7
4529;2018-10-19 12:22:16;561;7;4;3.0;A VISTA;2129.66
11504;2018-10-19 12:27:19;1212;29;4;4.0;A VISTA;968.8100000000001
8127;2018-10-19 12:53:28;1376;16;4;1.0;A VISTA;11.1
8109;2018-10-19 16:45:33;1143;34;3;4.0;A VISTA;52.85
3853;2018-10-19 16:54:34;1;23;1;1.0;A VISTA;3605.5
6326;2018-10-19 17:57:37;589;15;4;1.0;A VISTA;500.12
5948;2018-10-20 11:09:33;219;29;4;4.0;A VISTA;914.8699999999999
1733;2018-10-20 11:37:13;322;26;3;4.0;A VISTA;1372.76
10439;2018-10-20 13:55:20;163;38;2;3.0;A VISTA;45.28
1061;2018-10-20 18:49:44;1387;26;1;4.0;A VISTA;904.27
7126;2018-10-21 09:00:26;325;9;4;4.0;A VISTA;1026.09
9976;2018-10-21 10:15:35;1243;28;2;3.0;A VISTA;1048.23
4273;2018-10-21 11:52:23;331;23;4;1.0;A VISTA;194.37
4832;2018-10-21 14:09:41;158;28;4;2.0;A VISTA;200.44
7054;2018-10-21 14:28:49;564;27;4;4.0;A VISTA;399.09999999999997
9996;2018-10-21 14:35:55;242;24;2;2.0;A VISTA;207.66
3785;2018-10-21 17:01:01;841;28;3;1.0;A VISTA;429.57
9161;2018-10-21 22:37:41;416;15;1;3.0;A VISTA;276.09
13999;2018-10-22 10:42:55;571;34;4;4.0;A VISTA;581.06
192;2018-10-22 10:53:51;118;39;2;3.0;A VISTA;574.74
12686;2018-10-22 11:31:39;42;23;2;4.0;A VISTA;376.65000000000003
11446;2018-10-22 11:32:15;1034;24;3;1.0;A VISTA;1527.21
10080;2018-10-22 15:43:17;674;7;2;3.0;A VISTA;1629.44
3251;2018-10-22 16:04:04;224;8;2;4.0;A VISTA;285.95
1478;2018-10-22 19:59:52;243;36;1;3.0;A VISTA;3515.8999999999996
2913;2018-10-23 09:19:42;145;9;4;3.0;A VISTA;69.19999999999999
6104;2018-10-23 10:39:40;1064;17;4;4.0;A VISTA;1331.87
9438;2018-10-23 10:46:40;1024;22;4;3.0;A VISTA;1496.85
8154;2018-10-23 11:42:11;40;14;3;1.0;A VISTA;1132.04
12641;2018-10-23 13:42:27;1157;38;3;2.0;A VISTA;452.63
1444;2018-10-23 14:49:52;990;12;4;4.0;A VISTA;735.74
7592;2018-10-23 15:43:14;494;29;1;4.0;A VISTA;1106.57
12472;2018-10-23 16:07:29;1395;25;3;3.0;A VISTA;478.65999999999997
5128;2018-10-24 11:30:12;75;19;2;2.0;A VISTA;2323.26
15037;2018-10-24 11:39:01;258;23;1;3.0;A VISTA;1905.04
7916;2018-10-24 15:08:05;582;26;4;4.0;A VISTA;505.92
11835;2018-10-24 16:56:48;253;38;2;4.0;A VISTA;1737.45
10911;2018-10-25 07:09:40;660;20;1;3.0;A VISTA;940.95
551;2018-10-25 09:44:34;566;19;2;2.0;A VISTA;39.83
7751;2018-10-25 09:47:33;241;15;2;4.0;A VISTA;886.82
8059;2018-10-25 10:38:42;1391;36;4;2.0;A VISTA;368.96
2065;2018-10-25 11:17:20;1314;37;4;4.0;A VISTA;62.480000000000004
6914;2018-10-25 11:48:15;1342;13;4;1.0;A VISTA;2547.46
11415;2018-10-25 12:05:38;100;20;2;1.0;A VISTA;4.32
15135;2018-10-25 15:55:00;676;30;2;4.0;A VISTA;383.66
2808;2018-10-26 01:49:05;89;27;1;4.0;A VISTA;796.12
12716;2018-10-26 10:27:20;1310;23;3;1.0;A VISTA;2401.69
9640;2018-10-26 11:00:08;523;36;2;2.0;A VISTA;835.05
3282;2018-10-26 11:12:27;622;3;2;1.0;A VISTA;386.39
4659;2018-10-26 11:12:54;129;14;3;3.0;A VISTA;1432.54
5369;2018-10-26 12:49:36;478;26;4;4.0;A VISTA;160.52
3950;2018-10-26 13:22:16;1313;21;2;4.0;A VISTA;634.26
3687;2018-10-26 15:45:23;87;30;4;4.0;A VISTA;1665.0900000000001
10609;2018-10-26 17:21:11;924;9;2;1.0;A VISTA;2307.15
81;2018-10-26 17:32:37;757;36;2;2.0;A VISTA;789.88
6636;2018-10-27 01:42:52;411;17;1;4.0;A VISTA;1624.4699999999998
12389;2018-10-27 06:01:13;749;24;1;2.0;A VISTA;357.92
4830;2018-10-27 10:13:36;1016;22;3;2.0;A VISTA;423.99
12304;2018-10-27 10:16:32;881;9;2;2.0;A VISTA;298.56
12868;2018-10-27 10:21:18;835;39;4;3.0;A VISTA;3074.73
2081;2018-10-27 11:03:37;1041;11;3;2.0;A VISTA;303.8
2641;2018-10-27 11:06:14;62;23;3;1.0;A VISTA;2502.75
13602;2018-10-27 12:16:44;1032;10;2;2.0;A VISTA;207.76999999999998
3910;2018-10-27 13:42:06;114;28;4;3.0;A VISTA;1547.1399999999999
7294;2018-10-27 16:52:58;534;24;4;2.0;A VISTA;448.22999999999996
4274;2018-10-28 15:25:57;109;10;2;3.0;A VISTA;1568.48
12397;2018-10-29 11:36:31;257;4;4;4.0;A VISTA;180.67000000000002
5697;2018-10-29 13:16:05;682;26;2;2.0;A VISTA;1061.45
2337;2018-10-29 13:35:03;901;24;4;4.0;A VISTA;932.25
4078;2018-10-29 16:07:57;1016;36;3;2.0;A VISTA;2065.68
6586;2018-10-29 17:38:46;607;23;2;3.0;A VISTA;1466.88
11360;2018-10-30 06:23:50;820;19;1;1.0;A VISTA;2504.1
2025;2018-10-30 07:06:55;1088;19;1;4.0;A VISTA;953.96
11694;2018-10-30 11:09:29;1214;5;1;2.0;A VISTA;59.14
13968;2018-10-30 11:36:05;261;32;4;2.0;A VISTA;1230.27
14435;2018-10-30 15:16:01;549;27;4;2.0;A VISTA;814.14
5862;2018-10-31 09:07:38;743;12;3;3.0;A VISTA;2209.0099999999998
8907;2018-10-31 11:20:51;726;21;2;2.0;A VISTA;3524.11
421;2018-10-31 12:11:20;1244;17;3;2.0;A VISTA;687.4699999999999
13431;2018-11-01 04:59:13;1077;25;1;4.0;A VISTA;111.66
10545;2018-11-01 10:37:17;262;9;2;3.0;A VISTA;800.53
3285;2018-11-01 11:10:56;1118;2;4;4.0;A VISTA;710.81
5037;2018-11-01 12:25:53;543;4;3;3.0;A VISTA;633.2
3033;2018-11-01 17:30:39;546;39;3;4.0;A VISTA;766.4699999999999
4805;2018-11-01 21:17:21;109;31;1;4.0;A VISTA;54.82
13906;2018-11-02 09:16:27;880;26;1;1.0;A VISTA;1495.62
7985;2018-11-02 10:17:40;1233;34;4;2.0;A VISTA;2071.0
2845;2018-11-02 11:56:23;566;5;3;1.0;A VISTA;1480.8899999999999
12459;2018-11-02 13:44:09;312;1;4;1.0;A VISTA;1584.4
14360;2018-11-02 13:47:15;40;21;2;1.0;A VISTA;833.26
8977;2018-11-02 16:56:53;1143;9;4;1.0;A VISTA;399.64
10632;2018-11-02 17:28:24;1120;31;3;4.0;A VISTA;1102.6100000000001
10458;2018-11-03 04:01:22;870;12;1;1.0;A VISTA;258.57
6041;2018-11-03 10:02:00;1150;26;1;2.0;A VISTA;1176.4
3843;2018-11-03 11:53:50;190;18;3;1.0;A VISTA;774.24
10801;2018-11-03 14:50:08;750;28;3;2.0;A VISTA;1992.9
5932;2018-11-04 09:53:45;220;5;4;2.0;A VISTA;1540.63
2063;2018-11-04 10:27:54;505;14;2;1.0;A VISTA;750.66
11925;2018-11-04 10:30:05;774;36;2;2.0;A VISTA;433.71
6841;2018-11-04 10:44:40;251;17;3;4.0;A VISTA;200.21
6483;2018-11-04 13:44:07;886;32;3;3.0;A VISTA;518.77
295;2018-11-04 13:52:49;586;35;2;3.0;A VISTA;1417.27
10679;2018-11-04 14:18:43;298;39;3;3.0;A VISTA;2155.06
6404;2018-11-04 16:06:43;230;26;3;4.0;A VISTA;4096.79
14570;2018-11-04 17:28:05;409;1;4;1.0;A VISTA;230.45999999999998
1128;2018-11-04 17:34:09;446;14;4;4.0;A VISTA;1602.3400000000001
14807;2018-11-04 17:47:37;1082;14;2;1.0;A VISTA;1003.7800000000001
5532;2018-11-04 23:56:38;427;2;1;2.0;A VISTA;377.62
5119;2018-11-05 01:15:47;206;3;1;1.0;A VISTA;950.82
10616;2018-11-05 09:01:16;691;12;1;2.0;A VISTA;548.38
5356;2018-11-05 09:05:11;568;1;1;2.0;A VISTA;2495.7
6351;2018-11-05 13:05:09;994;33;4;3.0;A VISTA;1369.16
13865;2018-11-05 13:23:18;681;29;2;1.0;A VISTA;262.97
7305;2018-11-05 13:41:19;250;25;1;1.0;A VISTA;804.44
8089;2018-11-05 14:12:29;1081;25;3;4.0;A VISTA;50.4
6868;2018-11-05 14:33:36;557;14;2;1.0;A VISTA;2425.67
11910;2018-11-05 14:52:46;144;18;4;1.0;A VISTA;1434.6000000000001
3439;2018-11-05 17:00:24;1150;9;3;4.0;A VISTA;383.95
8383;2018-11-06 10:28:55;1285;17;2;2.0;A VISTA;812.36
2785;2018-11-06 11:30:39;1007;27;1;2.0;A VISTA;2514.84
12122;2018-11-06 12:44:19;1287;34;4;1.0;A VISTA;1186.67
14823;2018-11-06 13:47:25;1369;29;3;3.0;A VISTA;1450.5
13445;2018-11-06 14:13:21;1136;33;1;1.0;A VISTA;5.2
11616;2018-11-06 14:26:09;1328;8;4;1.0;A VISTA;363.49
12168;2018-11-06 15:04:32;271;32;3;3.0;A VISTA;316.73
11176;2018-11-06 16:02:53;887;17;2;2.0;A VISTA;595.8100000000001
9621;2018-11-06 16:52:04;817;3;4;2.0;A VISTA;110.74
3578;2018-11-07 10:10:00;335;18;3;3.0;A VISTA;1183.5900000000001
5010;2018-11-07 11:49:20;661;33;3;4.0;A VISTA;554.34
10806;2018-11-07 12:47:35;249;34;3;4.0;A VISTA;1564.0900000000001
13258;2018-11-07 16:01:32;474;11;2;2.0;A VISTA;1315.23
3187;2018-11-08 08:33:04;594;28;1;2.0;A VISTA;535.49
6244;2018-11-08 11:02:48;1108;39;1;1.0;A VISTA;1752.86
6876;2018-11-08 11:37:51;298;30;4;2.0;A VISTA;574.52
11703;2018-11-08 12:30:29;871;18;3;4.0;A VISTA;1249.3
15160;2018-11-08 13:09:10;922;8;1;4.0;A VISTA;2980.94
6851;2018-11-08 13:24:32;949;22;4;3.0;A VISTA;31.380000000000003
10373;2018-11-08 15:45:31;973;1;4;2.0;A VISTA;326.35
8486;2018-11-08 16:27:29;883;2;3;3.0;A VISTA;200.88
4611;2018-11-08 17:12:45;628;6;1;4.0;A VISTA;1871.07
3646;2018-11-08 17:29:54;554;22;4;1.0;A VISTA;1388.2
1799;2018-11-09 03:33:53;166;33;1;4.0;A VISTA;768.56
9550;2018-11-09 10:33:05;699;11;3;4.0;A VISTA;164.22
4468;2018-11-09 11:06:36;972;7;4;3.0;A VISTA;408.27
13294;2018-11-09 16:00:43;723;9;4;2.0;A VISTA;1098.6299999999999
3133;2018-11-10 12:37:33;600;2;4;4.0;A VISTA;26.74
14233;2018-11-10 16:51:21;137;12;2;3.0;A VISTA;1130.4099999999999
10140;2018-11-11 00:31:52;832;7;1;2.0;A VISTA;671.91
2711;2018-11-11 08:56:21;1277;19;1;4.0;A VISTA;1611.8899999999999
6151;2018-11-11 12:51:20;355;37;2;1.0;A VISTA;717.8000000000001
575;2018-11-11 16:31:54;792;1;1;1.0;A VISTA;514.14
6743;2018-11-11 17:11:17;1089;39;4;2.0;A VISTA;319.83
13884;2018-11-11 18:03:54;1140;38;1;1.0;A VISTA;385.66
13245;2018-11-11 22:48:41;67;3;1;4.0;A VISTA;557.39
8449;2018-11-12 10:36:38;1138;2;4;4.0;A VISTA;1374.6399999999999
10258;2018-11-12 11:38:34;843;23;2;3.0;A VISTA;543.51
7690;2018-11-12 12:14:24;706;39;2;2.0;A VISTA;2635.57
4802;2018-11-12 17:48:26;1260;29;3;2.0;A VISTA;3.52
14579;2018-11-13 11:00:41;333;20;2;2.0;A VISTA;72.08
9137;2018-11-13 11:41:23;853;2;2;2.0;A VISTA;262.22
9370;2018-11-13 14:37:35;100;16;4;2.0;A VISTA;1728.1599999999999
11350;2018-11-14 04:04:04;789;32;1;2.0;A VISTA;163.0
1781;2018-11-14 09:05:12;821;26;2;3.0;A VISTA;982.1300000000001
9770;2018-11-14 13:46:53;1219;15;4;3.0;A VISTA;673.87
12636;2018-11-14 14:16:12;667;11;2;4.0;A VISTA;781.22
9890;2018-11-14 16:22:11;993;7;2;4.0;A VISTA;2237.2799999999997
6168;2018-11-14 20:07:22;743;18;1;1.0;A VISTA;2481.7200000000003
7726;2018-11-15 10:45:48;250;16;2;1.0;A VISTA;2483.37
14050;2018-11-15 14:02:47;940;11;4;2.0;A VISTA;634.47
6833;2018-11-15 14:06:12;482;17;3;3.0;A VISTA;562.12
3412;2018-11-15 14:42:01;504;35;3;2.0;A VISTA;1037.36
2795;2018-11-15 16:22:04;773;37;3;3.0;A VISTA;189.87
7786;2018-11-15 17:55:33;75;18;2;4.0;A VISTA;1275.3700000000001
3632;2018-11-16 01:42:51;183;31;1;1.0;A VISTA;766.4
8189;2018-11-16 10:47:46;849;32;2;2.0;A VISTA;11.24
2437;2018-11-16 12:39:14;833;6;4;3.0;A VISTA;285.95
4974;2018-11-16 17:27:58;568;23;4;3.0;A VISTA;918.55
6504;2018-11-17 13:48:00;335;21;4;4.0;A VISTA;790.94
10531;2018-11-17 15:00:32;55;14;2;1.0;A VISTA;939.5
3770;2018-11-17 15:27:33;556;26;2;1.0;A VISTA;1495.97
9409;2018-11-18 00:21:39;258;7;1;3.0;A VISTA;1562.84
9853;2018-11-18 10:30:51;927;5;3;4.0;A VISTA;1748.29
12974;2018-11-18 12:35:21;837;16;4;4.0;A VISTA;1433.73
8427;2018-11-18 14:57:34;592;14;4;3.0;A VISTA;337.58
9901;2018-11-18 16:26:53;476;9;3;2.0;A VISTA;56.08
7963;2018-11-19 10:34:09;105;15;4;2.0;A VISTA;34.58
8533;2018-11-19 13:00:18;238;20;2;1.0;A VISTA;1085.88
5813;2018-11-19 13:20:36;1042;34;2;1.0;A VISTA;87.58
2450;2018-11-20 04:12:20;1360;13;1;1.0;A VISTA;781.14
5222;2018-11-20 09:00:15;59;11;2;3.0;A VISTA;2022.35
8694;2018-11-20 11:45:19;224;24;1;4.0;A VISTA;290.88
12451;2018-11-20 13:57:54;1074;23;3;4.0;A VISTA;106.65
9492;2018-11-20 15:54:23;1340;3;3;4.0;A VISTA;442.05
12708;2018-11-21 07:26:07;1335;25;1;2.0;A VISTA;4.64
9459;2018-11-21 13:31:50;932;6;4;4.0;A VISTA;417.66
950;2018-11-21 17:19:48;336;14;4;4.0;A VISTA;1115.21
6780;2018-11-21 17:22:12;1249;12;1;1.0;A VISTA;952.41
12375;2018-11-22 07:16:03;1057;14;1;2.0;A VISTA;805.0500000000001
10196;2018-11-22 16:23:49;1265;30;1;2.0;A VISTA;308.3
7884;2018-11-22 17:12:50;79;36;3;1.0;A VISTA;655.99
9073;2018-11-22 22:30:12;575;15;1;3.0;A VISTA;721.85
693;2018-11-23 09:19:13;133;29;2;3.0;A VISTA;1218.67
4850;2018-11-23 14:48:25;1200;24;4;4.0;A VISTA;1535.7
8433;2018-11-23 15:04:07;215;20;3;2.0;A VISTA;1365.1
7110;2018-11-23 15:39:14;280;30;4;3.0;A VISTA;170.17
9731;2018-11-23 16:45:28;231;38;4;1.0;A VISTA;1325.71
3774;2018-11-24 05:13:21;941;2;1;2.0;A VISTA;493.79
1420;2018-11-24 10:43:43;772;33;2;4.0;A VISTA;1239.75
9820;2018-11-24 12:45:34;712;7;3;2.0;A VISTA;263.72
9789;2018-11-24 13:16:45;377;5;2;1.0;A VISTA;55.92
2638;2018-11-24 15:56:08;812;3;4;2.0;A VISTA;789.93
4455;2018-11-24 22:39:08;1119;3;1;3.0;A VISTA;2031.99
9117;2018-11-25 07:34:02;135;31;1;1.0;A VISTA;1860.55
10605;2018-11-25 10:00:43;259;16;3;2.0;A VISTA;1194.66
2041;2018-11-25 14:26:34;302;3;2;2.0;A VISTA;9.93
4954;2018-11-25 14:40:57;1282;21;3;2.0;A VISTA;1085.03
1432;2018-11-25 15:47:03;851;8;2;1.0;A VISTA;1226.85
15130;2018-11-25 15:47:37;784;3;2;3.0;A VISTA;1095.15
5542;2018-11-25 17:12:26;1317;38;2;1.0;A VISTA;883.99
6772;2018-11-25 17:14:14;932;1;2;3.0;A VISTA;44.62
11140;2018-11-26 04:44:17;247;32;1;3.0;A VISTA;40.43
3306;2018-11-26 11:20:32;459;35;3;4.0;A VISTA;1132.78
3860;2018-11-26 13:24:03;88;8;3;4.0;A VISTA;901.01
11432;2018-11-26 13:40:30;956;18;2;3.0;A VISTA;1732.86
11443;2018-11-26 16:37:41;1039;19;1;4.0;A VISTA;413.36
9035;2018-11-26 16:51:32;916;21;2;2.0;A VISTA;1152.6
9430;2018-11-27 09:05:44;687;29;4;4.0;A VISTA;24.96
9313;2018-11-27 09:45:39;1012;22;4;4.0;A VISTA;1738.16
1507;2018-11-27 10:18:15;576;38;4;1.0;A VISTA;1653.57
11878;2018-11-27 10:19:34;170;31;3;2.0;A VISTA;899.33
1751;2018-11-27 10:31:03;1130;20;3;3.0;A VISTA;1618.07
14036;2018-11-27 11:20:09;787;19;3;2.0;A VISTA;795.42
11271;2018-11-27 12:46:07;838;38;4;3.0;A VISTA;798.35
88;2018-11-27 13:01:12;182;24;2;2.0;A VISTA;589.6600000000001
6027;2018-11-27 17:06:46;37;19;2;4.0;A VISTA;931.0
1885;2018-11-27 17:30:12;1229;33;3;1.0;A VISTA;696.98
13139;2018-11-28 09:50:39;1019;28;1;4.0;A VISTA;1005.56
13774;2018-11-28 16:48:20;150;36;2;3.0;A VISTA;517.3199999999999
700;2018-11-28 17:01:57;1204;3;1;3.0;A VISTA;1028.26
11199;2018-11-30 06:22:47;702;26;1;4.0;A VISTA;1655.3700000000001
12579;2018-11-30 09:13:47;481;15;4;1.0;A VISTA;683.8
9502;2018-11-30 10:25:23;343;6;2;4.0;A VISTA;1220.5
10533;2018-11-30 13:37:19;1393;25;4;2.0;A VISTA;981.41
9699;2018-11-30 16:26:52;1215;8;2;2.0;A VISTA;930.36
12615;2018-12-01 09:05:27;92;7;3;2.0;A VISTA;205.17999999999998
267;2018-12-01 09:28:42;2;27;3;3.0;A VISTA;305.83
10709;2018-12-01 09:57:47;705;4;1;1.0;A VISTA;215.04
10537;2018-12-01 10:33:13;991;2;2;3.0;A VISTA;1252.21
13392;2018-12-01 12:01:18;138;18;3;3.0;A VISTA;548.72
13414;2018-12-01 13:35:14;472;7;2;4.0;A VISTA;1700.0900000000001
282;2018-12-01 14:03:23;460;10;2;1.0;A VISTA;214.8
258;2018-12-01 14:23:51;832;15;4;2.0;A VISTA;54.18
8648;2018-12-01 14:32:36;1272;38;2;4.0;A VISTA;561.27
2127;2018-12-01 15:17:32;1023;1;4;2.0;A VISTA;580.68
1450;2018-12-02 10:13:16;146;6;4;4.0;A VISTA;409.18
680;2018-12-02 10:31:54;651;16;3;1.0;A VISTA;439.59999999999997
4134;2018-12-02 15:05:52;1292;28;4;1.0;A VISTA;1481.24
7270;2018-12-02 15:55:00;499;23;3;2.0;A VISTA;352.82
8704;2018-12-03 09:29:43;882;37;3;4.0;A VISTA;1438.75
1186;2018-12-03 09:30:49;48;19;3;3.0;A VISTA;18.26
11931;2018-12-03 11:04:41;670;19;3;1.0;A VISTA;331.91
12152;2018-12-03 12:16:46;439;22;3;3.0;A VISTA;1419.52
6304;2018-12-03 14:42:32;775;22;1;3.0;A VISTA;32.61
8233;2018-12-03 16:41:40;1133;11;3;1.0;A VISTA;816.34
8730;2018-12-04 11:24:45;1189;31;2;3.0;A VISTA;358.53999999999996
4302;2018-12-04 11:53:25;1100;32;2;1.0;A VISTA;912.67
9641;2018-12-04 12:52:23;993;25;4;3.0;A VISTA;1129.53
14104;2018-12-04 13:45:05;111;6;2;1.0;A VISTA;258.89
3783;2018-12-04 17:04:14;91;5;2;1.0;A VISTA;611.18
7980;2018-12-05 03:37:40;1310;38;1;3.0;A VISTA;785.75
12836;2018-12-05 09:26:06;128;38;4;4.0;A VISTA;7.06
5143;2018-12-05 11:56:04;362;4;3;4.0;A VISTA;715.4399999999999
10231;2018-12-05 12:47:35;354;7;3;1.0;A VISTA;63.44
11265;2018-12-05 12:54:42;253;11;3;4.0;A VISTA;30.08
2991;2018-12-05 13:27:07;710;22;2;2.0;A VISTA;518.58
4148;2018-12-05 17:04:26;128;11;4;4.0;A VISTA;1513.55
11260;2018-12-05 17:37:06;810;25;2;1.0;A VISTA;426.82
3078;2018-12-05 17:42:21;773;24;3;3.0;A VISTA;2.02
7471;2018-12-06 02:18:19;1242;12;1;1.0;A VISTA;553.26
5184;2018-12-06 11:00:34;624;17;2;1.0;A VISTA;1249.25
7293;2018-12-06 11:13:05;1233;33;1;4.0;A VISTA;596.35
3080;2018-12-06 11:34:07;1061;30;1;4.0;A VISTA;26.46
13442;2018-12-06 12:19:36;667;24;3;2.0;A VISTA;1326.66
2750;2018-12-06 12:30:09;376;23;1;2.0;A VISTA;2206.44
9235;2018-12-06 13:23:08;841;6;3;1.0;A VISTA;788.38
22;2018-12-06 17:31:16;600;1;3;4.0;A VISTA;1369.43
2378;2018-12-06 17:41:00;665;23;3;2.0;A VISTA;1099.1000000000001
13623;2018-12-06 17:44:31;787;34;2;3.0;A VISTA;1041.5900000000001
5792;2018-12-07 10:01:52;1082;27;4;3.0;A VISTA;974.2700000000001
3786;2018-12-07 10:58:56;357;17;3;4.0;A VISTA;21.14
11389;2018-12-07 11:07:08;502;38;3;2.0;A VISTA;1087.97
5762;2018-12-07 12:07:10;513;39;4;3.0;A VISTA;747.65
348;2018-12-08 09:27:06;918;34;4;1.0;A VISTA;122.08000000000001
11286;2018-12-08 11:33:20;273;14;2;1.0;A VISTA;544.44
